year_month,state,district,biometric_total
2025-06,Madhya Pradesh,Rewa,2498
2025-06,Madhya Pradesh,Sagar,1945
2025-06,Madhya Pradesh,Satna,2616
2025-06,Madhya Pradesh,Sehore,1056
2025-06,Madhya Pradesh,Seoni,788
2025-06,Madhya Pradesh,Shahdol,1512
2025-06,Madhya Pradesh,Shajapur,1403
2025-06,Madhya Pradesh,Sheopur,563
2025-06,Madhya Pradesh,Shivpuri,1379
2025-06,Madhya Pradesh,Sidhi,1274
2025-06,Madhya Pradesh,Singrauli,881
2025-06,Madhya Pradesh,Tikamgarh,1335
2025-06,Madhya Pradesh,Ujjain,2703
2025-06,Madhya Pradesh,Umaria,466
2025-06,Madhya Pradesh,Vidisha,1476
2025-06,Madhya Pradesh,West Nimar,140
2025-06,Maharashtra,Ahmadnagar,6021
2025-06,Maharashtra,Ahmed Nagar,134
2025-06,Maharashtra,Akola,2103
2025-06,Maharashtra,Amravati,4277
2025-06,Maharashtra,Aurangabad,5580
2025-06,Maharashtra,Beed,2837
2025-06,Maharashtra,Bhandara,1121
2025-06,Maharashtra,Bid,182
2025-06,Maharashtra,Buldana,577
2025-06,Maharashtra,Buldhana,3327
2025-06,Maharashtra,Chandrapur,2982
2025-06,Maharashtra,Chatrapati Sambhaji Nagar,20
2025-06,Maharashtra,Chhatrapati Sambhajinagar,76
2025-06,Maharashtra,Dharashiv,14
2025-06,Maharashtra,Dhule,1994
2025-06,Maharashtra,Gadchiroli,2137
2025-06,Maharashtra,Gondia,11
2025-06,Maharashtra,Gondiya,1210
2025-06,Maharashtra,Gondiya *,40
2025-06,Maharashtra,Hingoli,1613
2025-06,Maharashtra,Jalgaon,4973
2025-06,Maharashtra,Jalna,2325
2025-06,Maharashtra,Kolhapur,2894
2025-06,Maharashtra,Latur,2296
2025-06,Maharashtra,Mumbai,4109
2025-06,Maharashtra,Mumbai City,588
2025-06,Maharashtra,Mumbai Suburban,2020
2025-06,Maharashtra,Mumbai( Sub Urban ),145
2025-06,Maharashtra,Nagpur,3452
2025-06,Maharashtra,Nanded,4262
2025-06,Maharashtra,Nandurbar,2207
2025-06,Maharashtra,Nandurbar *,46
2025-06,Maharashtra,Nashik,6314
2025-06,Maharashtra,Osmanabad,1503
2025-06,Maharashtra,Palghar,1777
2025-06,Maharashtra,Parbhani,1647
2025-06,Maharashtra,Pune,7689
2025-06,Maharashtra,Raigad,226
2025-06,Maharashtra,Raigarh,2100
2025-06,Maharashtra,Raigarh(MH),16
2025-06,Maharashtra,Ratnagiri,2011
2025-06,Maharashtra,Sangli,2404
2025-06,Maharashtra,Satara,1907
2025-06,Maharashtra,Sindhudurg,606
2025-06,Maharashtra,Solapur,3294
2025-06,Maharashtra,Thane,7190
2025-06,Maharashtra,Wardha,1607
2025-06,Maharashtra,Washim,1760
2025-06,Maharashtra,Washim *,19
2025-06,Maharashtra,Yavatmal,2957
2025-06,Manipur,Bishnupur,362
2025-06,Manipur,Chandel,70
2025-06,Manipur,Churachandpur,287
2025-06,Manipur,Imphal East,564
2025-06,Manipur,Imphal West,991
2025-06,Manipur,Jiribam,20
2025-06,Manipur,Kakching,19
2025-06,Manipur,Senapati,342
2025-06,Manipur,Tamenglong,110
2025-06,Manipur,Thoubal,620
2025-06,Manipur,Ukhrul,117
2025-06,Meghalaya,East Garo Hills,11
2025-06,Meghalaya,East Jaintia Hills,48
2025-06,Meghalaya,East Khasi Hills,184
2025-06,Meghalaya,North Garo Hills,9
2025-06,Meghalaya,Ri Bhoi,52
2025-06,Meghalaya,South Garo Hills,12
2025-06,Meghalaya,South West Garo Hills,15
2025-06,Meghalaya,South West Khasi Hills,33
2025-06,Meghalaya,West Garo Hills,222
2025-06,Meghalaya,West Jaintia Hills,30
2025-06,Meghalaya,West Khasi Hills,58
2025-06,Mizoram,Aizawl,193
2025-06,Mizoram,Champhai,50
2025-06,Mizoram,Hnahthial,1
2025-06,Mizoram,Kolasib,43
2025-06,Mizoram,Lawngtlai,214
2025-06,Mizoram,Lunglei,27
2025-06,Mizoram,Mamit,30
2025-06,Mizoram,Mammit,10
2025-06,Mizoram,Saiha,16
2025-06,Mizoram,Saitual,1
2025-06,Mizoram,Serchhip,30
2025-06,Nagaland,Chumukedima,10
2025-06,Nagaland,Dimapur,623
2025-06,Nagaland,Kiphire,37
2025-06,Nagaland,Kohima,109
2025-06,Nagaland,Longleng,21
2025-06,Nagaland,Meluri,35
2025-06,Nagaland,Mokokchung,105
2025-06,Nagaland,Mon,191
2025-06,Nagaland,Niuland,7
2025-06,Nagaland,Noklak,10
2025-06,Nagaland,Peren,39
2025-06,Nagaland,Phek,123
2025-06,Nagaland,Shamator,4
2025-06,Nagaland,Tseminyu,1
2025-06,Nagaland,Tuensang,112
2025-06,Nagaland,Wokha,43
2025-06,Nagaland,Zunheboto,144
2025-06,ODISHA,NUAPADA,1
2025-06,Odisha,ANUGUL,3
2025-06,Odisha,Angul,890
2025-06,Odisha,Anugul,31
2025-06,Odisha,Balangir,1207
2025-06,Odisha,Baleshwar,373
2025-06,Odisha,Baleswar,1603
2025-06,Odisha,Bargarh,1274
2025-06,Odisha,Baudh,51
2025-06,Odisha,Bhadrak,1342
2025-06,Odisha,Boudh,427
2025-06,Odisha,Cuttack,1879
2025-06,Odisha,Debagarh,274
2025-06,Odisha,Dhenkanal,1065
2025-06,Odisha,Gajapati,686
2025-06,Odisha,Ganjam,2549
2025-06,Odisha,JAJPUR,523
2025-06,Odisha,Jagatsinghapur,799
2025-06,Odisha,Jagatsinghpur,252
2025-06,Odisha,Jajapur,908
2025-06,Odisha,Jajpur,3
2025-06,Odisha,Jharsuguda,363
2025-06,Odisha,Kalahandi,1128
2025-06,Odisha,Kandhamal,753
2025-06,Odisha,Kendrapara,1171
2025-06,Odisha,Kendujhar,1578
2025-06,Odisha,Khorda,1365
2025-06,Odisha,Khordha,215
2025-06,Odisha,Koraput,1137
2025-06,Odisha,Malkangiri,453
2025-06,Odisha,Mayurbhanj,2009
2025-06,Odisha,NUAPADA,8
2025-06,Odisha,Nabarangapur,878
2025-06,Odisha,Nayagarh,744
2025-06,Odisha,Nuapada,711
2025-06,Odisha,Puri,1113
2025-06,Odisha,Rayagada,763
2025-06,Odisha,Sambalpur,780
2025-06,Odisha,Sonapur,411
2025-06,Odisha,Subarnapur,87
2025-06,Odisha,Sundargarh,253
2025-06,Odisha,Sundergarh,1170
2025-06,Odisha,jajpur,10
2025-06,Orissa,Anugul,10
2025-06,Orissa,Balangir,197
2025-06,Orissa,Baleshwar,84
2025-06,Orissa,Bargarh,26
2025-06,Orissa,Baudh,1
2025-06,Orissa,Bhadrak,106
2025-06,Orissa,Cuttack,132
2025-06,Orissa,Dhenkanal,42
2025-06,Orissa,Gajapati,3
2025-06,Orissa,Ganjam,125
2025-06,Orissa,Jagatsinghapur,9
2025-06,Orissa,Jajapur,19
2025-06,Orissa,Jharsuguda,5
2025-06,Orissa,Kandhamal,5
2025-06,Orissa,Kendrapara,11
2025-06,Orissa,Kendujhar,7
2025-06,Orissa,Khordha,261
2025-06,Orissa,Koraput,23
2025-06,Orissa,Malkangiri,3
2025-06,Orissa,Mayurbhanj,3
2025-06,Orissa,Nabarangapur,2
2025-06,Orissa,Nayagarh,30
2025-06,Orissa,Puri,91
2025-06,Orissa,Rayagada,21
2025-06,Orissa,Sambalpur,5
2025-06,Orissa,Subarnapur,2
2025-06,Orissa,Sundargarh,34
2025-06,Pondicherry,Karaikal,86
2025-06,Pondicherry,Pondicherry,535
2025-06,Pondicherry,Yanam,7
2025-06,Puducherry,Karaikal,339
2025-06,Puducherry,Pondicherry,3
2025-06,Puducherry,Puducherry,550
2025-06,Punjab,Amritsar,1837
2025-06,Punjab,Barnala,440
2025-06,Punjab,Bathinda,1406
2025-06,Punjab,Faridkot,750
2025-06,Punjab,Fatehgarh Sahib,564
2025-06,Punjab,Fazilka,916
2025-06,Punjab,Ferozepur,882
2025-06,Punjab,Firozpur,215
2025-06,Punjab,Gurdaspur,1694
2025-06,Punjab,Hoshiarpur,1128
2025-06,Punjab,Jalandhar,1900
2025-06,Punjab,Kapurthala,757
2025-06,Punjab,Ludhiana,2293
2025-06,Punjab,Malerkotla,188
2025-06,Punjab,Mansa,992
2025-06,Punjab,Moga,884
2025-06,Punjab,Muktsar,153
2025-06,Punjab,Nawanshahr,167
2025-06,Punjab,Pathankot,476
2025-06,Punjab,Patiala,1744
2025-06,Punjab,Rupnagar,691
2025-06,Punjab,S.A.S Nagar(Mohali),70
2025-06,Punjab,SAS Nagar (Mohali),663
2025-06,Punjab,Sangrur,1305
2025-06,Punjab,Shaheed Bhagat Singh Nagar,394
2025-06,Punjab,Sri Muktsar Sahib,913
2025-06,Punjab,Tarn Taran,1071
2025-06,Rajasthan,Ajmer,2530
2025-06,Rajasthan,Alwar,3887
2025-06,Rajasthan,Banswara,2020
2025-06,Rajasthan,Baran,2038
2025-06,Rajasthan,Barmer,3612
2025-06,Rajasthan,Bharatpur,2594
2025-06,Rajasthan,Bhilwara,2209
2025-06,Rajasthan,Bikaner,1862
2025-06,Rajasthan,Bundi,1185
2025-06,Rajasthan,Chittaurgarh,52
2025-06,Rajasthan,Chittorgarh,778
2025-06,Rajasthan,Churu,2031
2025-06,Rajasthan,Dausa,2273
2025-06,Rajasthan,Deeg,7
2025-06,Rajasthan,Deeg ,1
2025-06,Rajasthan,Dhaulpur,14
2025-06,Rajasthan,Dholpur,1722
2025-06,Rajasthan,Dungarpur,1349
2025-06,Rajasthan,Ganganagar,1334
2025-06,Rajasthan,Hanumangarh,1549
2025-06,Rajasthan,Jaipur,5454
2025-06,Rajasthan,Jaisalmer,361
2025-06,Rajasthan,Jalor,1340
2025-06,Rajasthan,Jalore,1
2025-06,Rajasthan,Jhalawar,1499
2025-06,Rajasthan,Jhunjhunu,59
2025-06,Rajasthan,Jhunjhunun,1793
2025-06,Rajasthan,Jodhpur,2840
2025-06,Rajasthan,Karauli,1513
2025-06,Rajasthan,Khairthal-Tijara,2
2025-06,Rajasthan,Kota,1247
2025-06,Rajasthan,Nagaur,2787
2025-06,Rajasthan,Pali,1796
2025-06,Rajasthan,Pratapgarh,682
2025-06,Rajasthan,Rajsamand,674
2025-06,Rajasthan,Sawai Madhopur,1575
2025-06,Rajasthan,Sikar,2505
2025-06,Rajasthan,Sirohi,992
2025-06,Rajasthan,Tonk,1536
2025-06,Rajasthan,Udaipur,2316
2025-06,Sikkim,East,80
2025-06,Sikkim,East Sikkim,81
2025-06,Sikkim,North,7
2025-06,Sikkim,North Sikkim,22
2025-06,Sikkim,South,30
2025-06,Sikkim,South Sikkim,27
2025-06,Sikkim,West,20
2025-06,Sikkim,West Sikkim,20
2025-06,Tamil Nadu,Ariyalur,718
2025-06,Tamil Nadu,Chengalpattu,164
2025-06,Tamil Nadu,Chennai,4094
2025-06,Tamil Nadu,Coimbatore,3120
2025-06,Tamil Nadu,Cuddalore,3267
2025-06,Tamil Nadu,Dharmapuri,1730
2025-06,Tamil Nadu,Dindigul,2537
2025-06,Tamil Nadu,Erode,2584
2025-06,Tamil Nadu,Kallakurichi,71
2025-06,Tamil Nadu,Kancheepuram,4225
2025-06,Tamil Nadu,Kanniyakumari,1479
2025-06,Tamil Nadu,Kanyakumari,717
2025-06,Tamil Nadu,Karur,918
2025-06,Tamil Nadu,Krishnagiri,2311
2025-06,Tamil Nadu,Madurai,3337
2025-06,Tamil Nadu,Mayiladuthurai,137
2025-06,Tamil Nadu,Nagapattinam,1427
2025-06,Tamil Nadu,Namakkal,2051
2025-06,Tamil Nadu,Perambalur,963
2025-06,Tamil Nadu,Pudukkottai,2531
2025-06,Tamil Nadu,Ramanathapuram,1832
2025-06,Tamil Nadu,Ranipet,23
2025-06,Tamil Nadu,Salem,4042
2025-06,Tamil Nadu,Sivaganga,1740
2025-06,Tamil Nadu,Tenkasi,216
2025-06,Tamil Nadu,Thanjavur,2499
2025-06,Tamil Nadu,The Nilgiris,757
2025-06,Tamil Nadu,Theni,1214
2025-06,Tamil Nadu,Thiruvallur,66
2025-06,Tamil Nadu,Thiruvarur,1367
2025-06,Tamil Nadu,Thoothukkudi,2273
2025-06,Tamil Nadu,Tiruchirappalli,2913
2025-06,Tamil Nadu,Tirunelveli,3458
2025-06,Tamil Nadu,Tirupathur,1
2025-06,Tamil Nadu,Tirupattur,217
2025-06,Tamil Nadu,Tiruppur,2179
2025-06,Tamil Nadu,Tiruvallur,4000
2025-06,Tamil Nadu,Tiruvannamalai,1728
2025-06,Tamil Nadu,Vellore,3276
2025-06,Tamil Nadu,Villupuram,2158
2025-06,Tamil Nadu,Viluppuram,1318
2025-06,Tamil Nadu,Virudhunagar,2232
2025-06,Telangana,Adilabad,1383
2025-06,Telangana,Bhadradri Kothagudem,411
2025-06,Telangana,Hanumakonda,172
2025-06,Telangana,Hyderabad,3780
2025-06,Telangana,Jagitial,271
2025-06,Telangana,Jangaon,10
2025-06,Telangana,Jangoan,195
2025-06,Telangana,Jayashankar Bhupalpally,89
2025-06,Telangana,Jogulamba Gadwal,192
2025-06,Telangana,K.v. Rangareddy,4113
2025-06,Telangana,Kamareddy,377
2025-06,Telangana,Karimnagar,2366
2025-06,Telangana,Khammam,1074
2025-06,Telangana,Komaram Bheem,202
2025-06,Telangana,Mahabubabad,174
2025-06,Telangana,Mahabubnagar,3313
2025-06,Telangana,Mancherial,272
2025-06,Telangana,Medak,2448
2025-06,Telangana,Medchal-malkajgiri,528
2025-06,Telangana,Medchal−malkajgiri,150
2025-06,Telangana,Mulugu,89
2025-06,Telangana,Nagarkurnool,245
2025-06,Telangana,Nalgonda,2100
2025-06,Telangana,Narayanpet,112
2025-06,Telangana,Nirmal,384
2025-06,Telangana,Nizamabad,2201
2025-06,Telangana,Peddapalli,155
2025-06,Telangana,Rajanna Sircilla,184
2025-06,Telangana,Rangareddy,27
2025-06,Telangana,Sangareddy,516
2025-06,Telangana,Siddipet,468
2025-06,Telangana,Suryapet,317
2025-06,Telangana,Vikarabad,262
2025-06,Telangana,Wanaparthy,176
2025-06,Telangana,Warangal,1495
2025-06,Telangana,Warangal (urban),3
2025-06,Telangana,Warangal Rural,145
2025-06,Telangana,Warangal Urban,137
2025-06,Telangana,Yadadri.,145
2025-06,Tripura,Dhalai,352
2025-06,Tripura,Dhalai  *,9
2025-06,Tripura,Gomati,226
2025-06,Tripura,Khowai,78
2025-06,Tripura,North Tripura,498
2025-06,Tripura,Sepahijala,216
2025-06,Tripura,South Tripura,816
2025-06,Tripura,Unakoti,136
2025-06,Tripura,West Tripura,1185
2025-06,Uttar Pradesh,Agra,3369
2025-06,Uttar Pradesh,Aligarh,2648
2025-06,Uttar Pradesh,Allahabad,3821
2025-06,Uttar Pradesh,Ambedkar Nagar,1759
2025-06,Uttar Pradesh,Amethi,1548
2025-06,Uttar Pradesh,Amroha,1512
2025-06,Uttar Pradesh,Auraiya,1067
2025-06,Uttar Pradesh,Ayodhya,144
2025-06,Uttar Pradesh,Azamgarh,2920
2025-06,Uttar Pradesh,Baghpat,1012
2025-06,Uttar Pradesh,Bagpat,2
2025-06,Uttar Pradesh,Bahraich,2809
2025-06,Uttar Pradesh,Ballia,2261
2025-06,Uttar Pradesh,Balrampur,1814
2025-06,Uttar Pradesh,Banda,1523
2025-06,Uttar Pradesh,Bara Banki,2798
2025-06,Uttar Pradesh,Barabanki,91
2025-06,Uttar Pradesh,Bareilly,3455
2025-06,Uttar Pradesh,Basti,1869
2025-06,Uttar Pradesh,Bhadohi,95
2025-06,Uttar Pradesh,Bijnor,3334
2025-06,Uttar Pradesh,Budaun,1742
2025-06,Uttar Pradesh,Bulandshahar,9
2025-06,Uttar Pradesh,Bulandshahr,2682
2025-06,Uttar Pradesh,Chandauli,1386
2025-06,Uttar Pradesh,Chitrakoot,996
2025-06,Uttar Pradesh,Deoria,2440
2025-06,Uttar Pradesh,Etah,980
2025-06,Uttar Pradesh,Etawah,1275
2025-06,Uttar Pradesh,Faizabad,1654
2025-06,Uttar Pradesh,Farrukhabad,1168
2025-06,Uttar Pradesh,Fatehpur,1808
2025-06,Uttar Pradesh,Firozabad,1762
2025-06,Uttar Pradesh,Gautam Buddha Nagar,1539
2025-06,Uttar Pradesh,Ghaziabad,2921
2025-06,Uttar Pradesh,Ghazipur,2407
2025-06,Uttar Pradesh,Gonda,2601
2025-06,Uttar Pradesh,Gorakhpur,3597
2025-06,Uttar Pradesh,Hamirpur,921
2025-06,Uttar Pradesh,Hapur,958
2025-06,Uttar Pradesh,Hardoi,3202
2025-06,Uttar Pradesh,Hathras,1246
2025-06,Uttar Pradesh,Jalaun,1001
2025-06,Uttar Pradesh,Jaunpur,3340
2025-06,Uttar Pradesh,Jhansi,2010
2025-06,Uttar Pradesh,Jyotiba Phule Nagar,10
2025-06,Uttar Pradesh,Kannauj,1091
2025-06,Uttar Pradesh,Kanpur Dehat,1208
2025-06,Uttar Pradesh,Kanpur Nagar,3189
2025-06,Uttar Pradesh,Kasganj,1142
2025-06,Uttar Pradesh,Kaushambi,1465
2025-06,Uttar Pradesh,Kheri,3395
2025-06,Uttar Pradesh,Kushinagar,3047
2025-06,Uttar Pradesh,Lalitpur,1189
2025-06,Uttar Pradesh,Lucknow,3627
2025-06,Uttar Pradesh,Maharajganj,1959
2025-06,Uttar Pradesh,Mahoba,897
2025-06,Uttar Pradesh,Mahrajganj,2
2025-06,Uttar Pradesh,Mainpuri,1235
2025-06,Uttar Pradesh,Mathura,1873
2025-06,Uttar Pradesh,Mau,1792
2025-06,Uttar Pradesh,Meerut,2580
2025-06,Uttar Pradesh,Mirzapur,1924
2025-06,Uttar Pradesh,Moradabad,3494
2025-06,Uttar Pradesh,Muzaffarnagar,2491
2025-06,Uttar Pradesh,Pilibhit,1992
2025-06,Uttar Pradesh,Pratapgarh,2301
2025-06,Uttar Pradesh,Prayagraj,361
2025-06,Uttar Pradesh,Rae Bareli,2164
2025-06,Uttar Pradesh,Raebareli,1
2025-06,Uttar Pradesh,Rampur,2387
2025-06,Uttar Pradesh,Saharanpur,3386
2025-06,Uttar Pradesh,Sambhal,1842
2025-06,Uttar Pradesh,Sant Kabir Nagar,2023
2025-06,Uttar Pradesh,Sant Ravidas Nagar,1200
2025-06,Uttar Pradesh,Sant Ravidas Nagar Bhadohi,5
2025-06,Uttar Pradesh,Shahjahanpur,2455
2025-06,Uttar Pradesh,Shamli,2034
2025-06,Uttar Pradesh,Shrawasti,926
2025-06,Uttar Pradesh,Siddharthnagar,1945
2025-06,Uttar Pradesh,Sitapur,3829
2025-06,Uttar Pradesh,Sonbhadra,1620
2025-06,Uttar Pradesh,Sultanpur,1874
2025-06,Uttar Pradesh,Unnao,2122
2025-06,Uttar Pradesh,Varanasi,3158
2025-06,Uttarakhand,Almora,657
2025-06,Uttarakhand,Bageshwar,342
2025-06,Uttarakhand,Chamoli,483
2025-06,Uttarakhand,Champawat,426
2025-06,Uttarakhand,Dehradun,2891
2025-06,Uttarakhand,Garhwal,11
2025-06,Uttarakhand,Hardwar,22
2025-06,Uttarakhand,Haridwar,3338
2025-06,Uttarakhand,Nainital,1388
2025-06,Uttarakhand,Pauri Garhwal,952
2025-06,Uttarakhand,Pithoragarh,515
2025-06,Uttarakhand,Rudraprayag,473
2025-06,Uttarakhand,Tehri Garhwal,1110
2025-06,Uttarakhand,Udham Singh Nagar,2884
2025-06,Uttarakhand,Uttarkashi,410
2025-06,WEST BENGAL,HOWRAH,2
2025-06,West Bangal,Hooghly,1
2025-06,West Bangal,Howrah,1
2025-06,West Bengal,Alipurduar,94
2025-06,West Bengal,Bankura,1692
2025-06,West Bengal,Barddhaman,2592
2025-06,West Bengal,Bardhaman,283
2025-06,West Bengal,Birbhum,1766
2025-06,West Bengal,Cooch Behar,654
2025-06,West Bengal,Dakshin Dinajpur,670
2025-06,West Bengal,Darjeeling,510
2025-06,West Bengal,Darjiling,41
2025-06,West Bengal,East Midnapore,426
2025-06,West Bengal,Haora,395
2025-06,West Bengal,Hooghly,1685
2025-06,West Bengal,Howrah,1066
2025-06,West Bengal,Hugli,10
2025-06,West Bengal,Jalpaiguri,852
2025-06,West Bengal,Jhargram,53
2025-06,West Bengal,Kalimpong,19
2025-06,West Bengal,Koch Bihar,188
2025-06,West Bengal,Kolkata,1123
2025-06,West Bengal,MALDA,2
2025-06,West Bengal,Malda,1435
2025-06,West Bengal,Maldah,280
2025-06,West Bengal,Medinipur,3
2025-06,West Bengal,Murshidabad,3261
2025-06,West Bengal,Nadia,1723
2025-06,West Bengal,North 24 Parganas,2848
2025-06,West Bengal,North Dinajpur,36
2025-06,West Bengal,North Twenty Four Parganas,243
2025-06,West Bengal,Paschim Bardhaman,159
2025-06,West Bengal,Paschim Medinipur,2380
2025-06,West Bengal,Purba Bardhaman,142
2025-06,West Bengal,Purba Medinipur,2080
2025-06,West Bengal,Purulia,68
2025-06,West Bengal,Puruliya,1373
2025-06,West Bengal,South 24 Pargana,1
2025-06,West Bengal,South 24 Parganas,3176
2025-06,West Bengal,South Dinajpur,36
2025-06,West Bengal,South Twenty Four Parganas,511
2025-06,West Bengal,Uttar Dinajpur,1553
2025-06,West Bengal,West Midnapore,310
2025-06,West bengal,hooghly,1
2025-06,andhra pradesh,chittoor,2
2025-07,Andaman & Nicobar Islands,Andamans,13
2025-07,Andaman & Nicobar Islands,South Andaman,4
2025-07,Andaman and Nicobar Islands,Nicobar,14
2025-07,Andaman and Nicobar Islands,North And Middle Andaman,35
2025-07,Andaman and Nicobar Islands,South Andaman,65
2025-07,Andhra Pradesh,Adilabad,402
2025-07,Andhra Pradesh,Alluri Sitharama Raju,143
2025-07,Andhra Pradesh,Anakapalli,32
2025-07,Andhra Pradesh,Anantapur,707
2025-07,Andhra Pradesh,Ananthapur,390
2025-07,Andhra Pradesh,Ananthapuramu,398
2025-07,Andhra Pradesh,Annamayya,46
2025-07,Andhra Pradesh,Bapatla,59
2025-07,Andhra Pradesh,Chittoor,1918
2025-07,Andhra Pradesh,Cuddapah,930
2025-07,Andhra Pradesh,Dr. B. R. Ambedkar Konaseema,49
2025-07,Andhra Pradesh,East Godavari,2070
2025-07,Andhra Pradesh,Eluru,49
2025-07,Andhra Pradesh,Guntur,1893
2025-07,Andhra Pradesh,Hyderabad,745
2025-07,Andhra Pradesh,K.V.Rangareddy,18
2025-07,Andhra Pradesh,K.v. Rangareddy,4
2025-07,Andhra Pradesh,Kakinada,111
2025-07,Andhra Pradesh,Karim Nagar,22
2025-07,Andhra Pradesh,Karimnagar,174
2025-07,Andhra Pradesh,Khammam,364
2025-07,Andhra Pradesh,Krishna,1881
2025-07,Andhra Pradesh,Kurnool,2015
2025-07,Andhra Pradesh,Mahabub Nagar,195
2025-07,Andhra Pradesh,Mahabubnagar,1
2025-07,Andhra Pradesh,Mahbubnagar,149
2025-07,Andhra Pradesh,Medak,215
2025-07,Andhra Pradesh,N. T. R,109
2025-07,Andhra Pradesh,Nalgonda,300
2025-07,Andhra Pradesh,Nandyal,86
2025-07,Andhra Pradesh,Nellore,1464
2025-07,Andhra Pradesh,Nizamabad,122
2025-07,Andhra Pradesh,Palnadu,83
2025-07,Andhra Pradesh,Parvathipuram Manyam,54
2025-07,Andhra Pradesh,Prakasam,1663
2025-07,Andhra Pradesh,Rangareddi,522
2025-07,Andhra Pradesh,Sri Potti Sriramulu Nellore,71
2025-07,Andhra Pradesh,Sri Sathya Sai,85
2025-07,Andhra Pradesh,Srikakulam,1332
2025-07,Andhra Pradesh,Tirupati,103
2025-07,Andhra Pradesh,Visakhapatnam,3037
2025-07,Andhra Pradesh,Vizianagaram,1196
2025-07,Andhra Pradesh,Warangal,592
2025-07,Andhra Pradesh,West Godavari,1967
2025-07,Andhra Pradesh,Y. S. R,115
2025-07,Arunachal Pradesh,Anjaw,2
2025-07,Arunachal Pradesh,Changlang,274
2025-07,Arunachal Pradesh,Dibang Valley,4
2025-07,Arunachal Pradesh,East Kameng,74
2025-07,Arunachal Pradesh,East Siang,79
2025-07,Arunachal Pradesh,Kamle,5
2025-07,Arunachal Pradesh,Kra Daadi,14
2025-07,Arunachal Pradesh,Kurung Kumey,28
2025-07,Arunachal Pradesh,Lohit,55
2025-07,Arunachal Pradesh,Longding,61
2025-07,Arunachal Pradesh,Lower Dibang Valley,46
2025-07,Arunachal Pradesh,Lower Siang,5
2025-07,Arunachal Pradesh,Lower Subansiri,12
2025-07,Arunachal Pradesh,Namsai,221
2025-07,Arunachal Pradesh,Papum Pare,118
2025-07,Arunachal Pradesh,Shi-yomi,4
2025-07,Arunachal Pradesh,Siang,14
2025-07,Arunachal Pradesh,Tawang,33
2025-07,Arunachal Pradesh,Tirap,23
2025-07,Arunachal Pradesh,Upper Siang,36
2025-07,Arunachal Pradesh,Upper Subansiri,100
2025-07,Arunachal Pradesh,West Kameng,63
2025-07,Arunachal Pradesh,West Siang,177
2025-07,Assam,Baksa,395
2025-07,Assam,Barpeta,1352
2025-07,Assam,Biswanath,120
2025-07,Assam,Bongaigaon,470
2025-07,Assam,Cachar,763
2025-07,Assam,Charaideo,125
2025-07,Assam,Chirang,435
2025-07,Assam,Darrang,423
2025-07,Assam,Dhemaji,254
2025-07,Assam,Dhubri,807
2025-07,Assam,Dibrugarh,313
2025-07,Assam,Goalpara,422
2025-07,Assam,Golaghat,381
2025-07,Assam,Hailakandi,220
2025-07,Assam,Hojai,375
2025-07,Assam,Jorhat,312
2025-07,Assam,Kamrup,631
2025-07,Assam,Kamrup Metro,280
2025-07,Assam,Karbi Anglong,968
2025-07,Assam,Karimganj,684
2025-07,Assam,Kokrajhar,302
2025-07,Assam,Lakhimpur,566
2025-07,Assam,Majuli,7
2025-07,Assam,Marigaon,479
2025-07,Assam,Nagaon,1830
2025-07,Assam,Nalbari,496
2025-07,Assam,North Cachar Hills,22
2025-07,Assam,Sibsagar,197
2025-07,Assam,Sonitpur,601
2025-07,Assam,South Salmara Mankachar,79
2025-07,Assam,Sribhumi,14
2025-07,Assam,Tinsukia,259
2025-07,Assam,Udalguri,272
2025-07,Assam,West Karbi Anglong,91
2025-07,Bihar,Araria,1209
2025-07,Bihar,Arwal,471
2025-07,Bihar,Aurangabad,799
2025-07,Bihar,Aurangabad(bh),8
2025-07,Bihar,Banka,904
2025-07,Bihar,Begusarai,1325
2025-07,Bihar,Bhagalpur,1410
2025-07,Bihar,Bhojpur,847
2025-07,Bihar,Buxar,551
2025-07,Bihar,Darbhanga,1959
2025-07,Bihar,East Champaran,2406
2025-07,Bihar,Gaya,1627
2025-07,Bihar,Gopalganj,1002
2025-07,Bihar,Jamui,815
2025-07,Bihar,Jehanabad,463
2025-07,Bihar,Kaimur (Bhabua),882
2025-07,Bihar,Katihar,2623
2025-07,Bihar,Khagaria,609
2025-07,Bihar,Kishanganj,1970
2025-07,Bihar,Lakhisarai,503
2025-07,Bihar,Madhepura,995
2025-07,Bihar,Madhubani,2244
2025-07,Bihar,Munger,400
2025-07,Bihar,Muzaffarpur,1677
2025-07,Bihar,Nalanda,799
2025-07,Bihar,Nawada,854
2025-07,Bihar,Pashchim Champaran,8
2025-07,Bihar,Patna,1910
2025-07,Bihar,Purba Champaran,12
2025-07,Bihar,Purnea,56
2025-07,Bihar,Purnia,1779
2025-07,Bihar,Rohtas,1030
2025-07,Bihar,Saharsa,961
2025-07,Bihar,Samastipur,1820
2025-07,Bihar,Samstipur,4
2025-07,Bihar,Saran,1269
2025-07,Bihar,Sheikhpura,397
2025-07,Bihar,Sheikpura,1
2025-07,Bihar,Sheohar,313
2025-07,Bihar,Sitamarhi,1760
2025-07,Bihar,Siwan,1082
2025-07,Bihar,Supaul,1000
2025-07,Bihar,Vaishali,1210
2025-07,Bihar,West Champaran,1884
2025-07,Chandigarh,Chandigarh,441
2025-07,Chhattisgarh,Balod,1191
