year_month,state,district,enrolment_total
2025-06,Assam,Goalpara,197
2025-06,Assam,Golaghat,144
2025-06,Assam,Hailakandi,149
2025-06,Assam,Hojai,104
2025-06,Assam,Jorhat,78
2025-06,Assam,Kamrup,205
2025-06,Assam,Kamrup Metro,155
2025-06,Assam,Karbi Anglong,146
2025-06,Assam,Karimganj,244
2025-06,Assam,Kokrajhar,55
2025-06,Assam,Lakhimpur,160
2025-06,Assam,Majuli,8
2025-06,Assam,Marigaon,193
2025-06,Assam,Nagaon,339
2025-06,Assam,Nalbari,145
2025-06,Assam,North Cachar Hills,13
2025-06,Assam,Sibsagar,76
2025-06,Assam,Sonitpur,182
2025-06,Assam,South Salmara Mankachar,46
2025-06,Assam,Sribhumi,4
2025-06,Assam,Tamulpur District,1
2025-06,Assam,Tinsukia,96
2025-06,Assam,Udalguri,58
2025-06,Assam,West Karbi Anglong,48
2025-06,Bihar,Araria,390
2025-06,Bihar,Arwal,94
2025-06,Bihar,Aurangabad,287
2025-06,Bihar,Aurangabad(bh),3
2025-06,Bihar,Banka,266
2025-06,Bihar,Begusarai,317
2025-06,Bihar,Bhabua,1
2025-06,Bihar,Bhagalpur,301
2025-06,Bihar,Bhojpur,289
2025-06,Bihar,Buxar,148
2025-06,Bihar,Darbhanga,376
2025-06,Bihar,East Champaran,724
2025-06,Bihar,Gaya,581
2025-06,Bihar,Gopalganj,237
2025-06,Bihar,Jamui,286
2025-06,Bihar,Jehanabad,81
2025-06,Bihar,Kaimur (Bhabua),128
2025-06,Bihar,Katihar,455
2025-06,Bihar,Khagaria,193
2025-06,Bihar,Kishanganj,238
2025-06,Bihar,Lakhisarai,93
2025-06,Bihar,Madhepura,214
2025-06,Bihar,Madhubani,533
2025-06,Bihar,Monghyr,2
2025-06,Bihar,Munger,109
2025-06,Bihar,Muzaffarpur,381
2025-06,Bihar,Nalanda,381
2025-06,Bihar,Nawada,483
2025-06,Bihar,Pashchim Champaran,2
2025-06,Bihar,Patna,461
2025-06,Bihar,Purba Champaran,2
2025-06,Bihar,Purnea,3
2025-06,Bihar,Purnia,310
2025-06,Bihar,Rohtas,201
2025-06,Bihar,Saharsa,265
2025-06,Bihar,Samastipur,428
2025-06,Bihar,Samstipur,2
2025-06,Bihar,Saran,619
2025-06,Bihar,Sheikhpura,80
2025-06,Bihar,Sheohar,80
2025-06,Bihar,Sitamarhi,456
2025-06,Bihar,Siwan,396
2025-06,Bihar,Supaul,293
2025-06,Bihar,Vaishali,455
2025-06,Bihar,West Champaran,614
2025-06,Chandigarh,Chandigarh,57
2025-06,Chhattisgarh,Balod,35
2025-06,Chhattisgarh,Baloda Bazar,90
2025-06,Chhattisgarh,Balrampur,111
2025-06,Chhattisgarh,Bastar,76
2025-06,Chhattisgarh,Bemetara,73
2025-06,Chhattisgarh,Bijapur,64
2025-06,Chhattisgarh,Bilaspur,181
2025-06,Chhattisgarh,Dakshin Bastar Dantewada,21
2025-06,Chhattisgarh,Dantewada,22
2025-06,Chhattisgarh,Dhamtari,46
2025-06,Chhattisgarh,Durg,36
2025-06,Chhattisgarh,Gariyaband,36
2025-06,Chhattisgarh,Janjgir Champa,2
2025-06,Chhattisgarh,Janjgir-champa,113
2025-06,Chhattisgarh,Jashpur,39
2025-06,Chhattisgarh,Kabeerdham,17
2025-06,Chhattisgarh,Kanker,56
2025-06,Chhattisgarh,Kawardha,47
2025-06,Chhattisgarh,Khairagarh Chhuikhadan Gandai,8
2025-06,Chhattisgarh,Kondagaon,95
2025-06,Chhattisgarh,Korba,88
2025-06,Chhattisgarh,Koriya,19
2025-06,Chhattisgarh,Mahasamund,61
2025-06,Chhattisgarh,Manendragarh–Chirmiri–Bharatpur,3
2025-06,Chhattisgarh,Mohla-Manpur-Ambagarh Chouki,4
2025-06,Chhattisgarh,Mungeli,53
2025-06,Chhattisgarh,Narayanpur,11
2025-06,Chhattisgarh,Raigarh,109
2025-06,Chhattisgarh,Raipur,183
2025-06,Chhattisgarh,Rajnandgaon,101
2025-06,Chhattisgarh,Sakti,13
2025-06,Chhattisgarh,Sarangarh-Bilaigarh,2
2025-06,Chhattisgarh,Sukma,26
2025-06,Chhattisgarh,Surajpur,58
2025-06,Chhattisgarh,Surguja,77
2025-06,Chhattisgarh,Uttar Bastar Kanker,22
2025-06,Dadra & Nagar Haveli,Dadra & Nagar Haveli,1
2025-06,Dadra and Nagar Haveli,Dadra and Nagar Haveli,8
2025-06,Dadra and Nagar Haveli and Daman and Diu,Dadra and Nagar Haveli,1
2025-06,Dadra and Nagar Haveli and Daman and Diu,Diu,3
2025-06,Delhi,Central Delhi,62
2025-06,Delhi,East Delhi,139
2025-06,Delhi,Najafgarh,4
2025-06,Delhi,New Delhi,5
2025-06,Delhi,North Delhi,99
2025-06,Delhi,North East,52
2025-06,Delhi,North East Delhi,188
2025-06,Delhi,North West Delhi,357
2025-06,Delhi,Shahdara,12
2025-06,Delhi,South Delhi,261
2025-06,Delhi,South East Delhi,2
2025-06,Delhi,South West Delhi,201
2025-06,Delhi,West Delhi,245
2025-06,Goa,North Goa,29
2025-06,Goa,South Goa,16
2025-06,Gujarat,Ahmadabad,23
2025-06,Gujarat,Ahmedabad,362
2025-06,Gujarat,Amreli,66
2025-06,Gujarat,Anand,71
2025-06,Gujarat,Arvalli,9
2025-06,Gujarat,Banas Kantha,1
2025-06,Gujarat,Banaskantha,160
2025-06,Gujarat,Bharuch,36
2025-06,Gujarat,Bhavnagar,184
2025-06,Gujarat,Botad,13
2025-06,Gujarat,Chhotaudepur,33
2025-06,Gujarat,Dahod,110
2025-06,Gujarat,Devbhumi Dwarka,32
2025-06,Gujarat,Dohad,33
2025-06,Gujarat,Gandhinagar,64
2025-06,Gujarat,Gir Somnath,49
2025-06,Gujarat,Jamnagar,72
2025-06,Gujarat,Junagadh,133
2025-06,Gujarat,Kachchh,119
2025-06,Gujarat,Kheda,84
2025-06,Gujarat,Mahesana,67
2025-06,Gujarat,Mahisagar,24
2025-06,Gujarat,Morbi,30
2025-06,Gujarat,Narmada,19
2025-06,Gujarat,Navsari,50
2025-06,Gujarat,Panch Mahals,4
2025-06,Gujarat,Panchmahals,64
2025-06,Gujarat,Patan,109
2025-06,Gujarat,Porbandar,20
2025-06,Gujarat,Rajkot,111
2025-06,Gujarat,Sabar Kantha,4
2025-06,Gujarat,Sabarkantha,37
2025-06,Gujarat,Surat,191
2025-06,Gujarat,Surendra Nagar,133
2025-06,Gujarat,Surendranagar,6
2025-06,Gujarat,Tapi,14
2025-06,Gujarat,The Dangs,14
2025-06,Gujarat,Vadodara,133
2025-06,Gujarat,Valsad,65
2025-06,Haryana,Ambala,52
2025-06,Haryana,Bhiwani,69
2025-06,Haryana,Charkhi Dadri,16
2025-06,Haryana,Faridabad,207
2025-06,Haryana,Fatehabad,52
2025-06,Haryana,Gurgaon,171
2025-06,Haryana,Hisar,81
2025-06,Haryana,Jhajjar,53
2025-06,Haryana,Jind,73
2025-06,Haryana,Kaithal,47
2025-06,Haryana,Karnal,77
2025-06,Haryana,Kurukshetra,36
2025-06,Haryana,Mahendragarh,68
2025-06,Haryana,Mewat,168
2025-06,Haryana,Palwal,160
2025-06,Haryana,Panchkula,26
2025-06,Haryana,Panipat,100
2025-06,Haryana,Rewari,74
2025-06,Haryana,Rohtak,47
2025-06,Haryana,Sirsa,54
2025-06,Haryana,Sonipat,135
2025-06,Haryana,Yamuna Nagar,57
2025-06,Haryana,Yamunanagar,1
2025-06,Himachal Pradesh,Bilaspur,13
2025-06,Himachal Pradesh,Chamba,25
2025-06,Himachal Pradesh,Hamirpur,21
2025-06,Himachal Pradesh,Kangra,113
2025-06,Himachal Pradesh,Kinnaur,5
2025-06,Himachal Pradesh,Kullu,28
2025-06,Himachal Pradesh,Mandi,51
2025-06,Himachal Pradesh,Shimla,35
2025-06,Himachal Pradesh,Sirmaur,47
2025-06,Himachal Pradesh,Solan,32
2025-06,Himachal Pradesh,Una,35
2025-06,Jammu & Kashmir,Baramula,3
2025-06,Jammu & Kashmir,Doda,1
2025-06,Jammu & Kashmir,Srinagar,1
2025-06,Jammu and Kashmir,Anantnag,49
2025-06,Jammu and Kashmir,Badgam,33
2025-06,Jammu and Kashmir,Bandipore,53
2025-06,Jammu and Kashmir,Baramula,63
2025-06,Jammu and Kashmir,Budgam,11
2025-06,Jammu and Kashmir,Doda,63
2025-06,Jammu and Kashmir,Ganderbal,17
2025-06,Jammu and Kashmir,Jammu,86
2025-06,Jammu and Kashmir,Kargil,13
2025-06,Jammu and Kashmir,Kathua,46
2025-06,Jammu and Kashmir,Kishtwar,25
2025-06,Jammu and Kashmir,Kulgam,14
2025-06,Jammu and Kashmir,Kupwara,86
2025-06,Jammu and Kashmir,Leh,5
2025-06,Jammu and Kashmir,Pulwama,39
2025-06,Jammu and Kashmir,Punch,37
2025-06,Jammu and Kashmir,Rajouri,29
2025-06,Jammu and Kashmir,Ramban,43
2025-06,Jammu and Kashmir,Reasi,23
2025-06,Jammu and Kashmir,Samba,14
2025-06,Jammu and Kashmir,Shupiyan,10
2025-06,Jammu and Kashmir,Srinagar,88
2025-06,Jammu and Kashmir,Udhampur,65
2025-06,Jharkhand,Bokaro,159
2025-06,Jharkhand,Chatra,130
2025-06,Jharkhand,Deoghar,188
2025-06,Jharkhand,Dhanbad,246
2025-06,Jharkhand,Dumka,241
2025-06,Jharkhand,East Singhbhum,167
2025-06,Jharkhand,Garhwa,172
2025-06,Jharkhand,Garhwa *,9
2025-06,Jharkhand,Giridih,455
2025-06,Jharkhand,Godda,149
2025-06,Jharkhand,Gumla,127
2025-06,Jharkhand,Hazaribag,9
2025-06,Jharkhand,Hazaribagh,121
2025-06,Jharkhand,Jamtara,156
2025-06,Jharkhand,Khunti,67
2025-06,Jharkhand,Kodarma,8
2025-06,Jharkhand,Koderma,113
2025-06,Jharkhand,Latehar,66
2025-06,Jharkhand,Lohardaga,40
2025-06,Jharkhand,Pakaur,13
2025-06,Jharkhand,Pakur,170
2025-06,Jharkhand,Palamau,8
2025-06,Jharkhand,Palamu,331
2025-06,Jharkhand,Pashchimi Singhbhum,16
2025-06,Jharkhand,Purbi Singhbhum,27
2025-06,Jharkhand,Ramgarh,48
2025-06,Jharkhand,Ranchi,265
2025-06,Jharkhand,Sahebganj,184
2025-06,Jharkhand,Sahibganj,8
2025-06,Jharkhand,Seraikela-Kharsawan,71
2025-06,Jharkhand,Seraikela-kharsawan,20
2025-06,Jharkhand,Simdega,68
2025-06,Jharkhand,West Singhbhum,168
2025-06,Karnataka,Bagalkot,174
2025-06,Karnataka,Bagalkot *,10
2025-06,Karnataka,Ballari,77
2025-06,Karnataka,Bangalore,202
2025-06,Karnataka,Bangalore Rural,74
2025-06,Karnataka,Belagavi,208
2025-06,Karnataka,Belgaum,169
2025-06,Karnataka,Bellary,114
2025-06,Karnataka,Bengaluru,583
2025-06,Karnataka,Bengaluru South,10
2025-06,Karnataka,Bidar,125
2025-06,Karnataka,Bijapur,107
2025-06,Karnataka,Chamarajanagar,5
2025-06,Karnataka,Chamrajanagar,48
2025-06,Karnataka,Chamrajnagar,13
2025-06,Karnataka,Chickmagalur,29
2025-06,Karnataka,Chikkaballapur,75
2025-06,Karnataka,Chikkamagaluru,27
2025-06,Karnataka,Chikmagalur,2
2025-06,Karnataka,Chitradurga,81
2025-06,Karnataka,Dakshina Kannada,126
2025-06,Karnataka,Davanagere,16
2025-06,Karnataka,Davangere,128
2025-06,Karnataka,Dharwad,153
2025-06,Karnataka,Gadag,103
2025-06,Karnataka,Gadag *,6
2025-06,Karnataka,Gulbarga,120
2025-06,Karnataka,Hasan,31
2025-06,Karnataka,Hassan,64
2025-06,Karnataka,Haveri,99
2025-06,Karnataka,Haveri *,3
2025-06,Karnataka,Kalaburagi,126
2025-06,Karnataka,Kodagu,16
2025-06,Karnataka,Kolar,128
2025-06,Karnataka,Koppal,155
2025-06,Karnataka,Mandya,94
2025-06,Karnataka,Mysore,73
2025-06,Karnataka,Mysuru,75
2025-06,Karnataka,Raichur,233
2025-06,Karnataka,Ramanagar,71
2025-06,Karnataka,Shimoga,57
2025-06,Karnataka,Shivamogga,53
2025-06,Karnataka,Tumakuru,53
2025-06,Karnataka,Tumkur,70
2025-06,Karnataka,Udupi,143
2025-06,Karnataka,Uttara Kannada,78
2025-06,Karnataka,Vijayanagara,56
2025-06,Karnataka,Vijayapura,128
2025-06,Karnataka,Yadgir,187
2025-06,Karnataka,yadgir,24
2025-06,Kerala,Alappuzha,36
2025-06,Kerala,Ernakulam,103
2025-06,Kerala,Idukki,32
2025-06,Kerala,Kannur,96
2025-06,Kerala,Kasaragod,56
2025-06,Kerala,Kasargod,6
2025-06,Kerala,Kollam,40
2025-06,Kerala,Kottayam,24
2025-06,Kerala,Kozhikode,104
2025-06,Kerala,Malappuram,185
2025-06,Kerala,Palakkad,95
2025-06,Kerala,Pathanamthitta,27
2025-06,Kerala,Thiruvananthapuram,71
2025-06,Kerala,Thrissur,102
2025-06,Kerala,Wayanad,28
2025-06,Ladakh,Kargil,8
2025-06,Ladakh,Leh,2
2025-06,Lakshadweep,Lakshadweep,7
2025-06,Madhya Pradesh,Agar Malwa,58
2025-06,Madhya Pradesh,Alirajpur,70
2025-06,Madhya Pradesh,Anuppur,71
2025-06,Madhya Pradesh,Ashok Nagar,136
2025-06,Madhya Pradesh,Balaghat,109
2025-06,Madhya Pradesh,Barwani,208
2025-06,Madhya Pradesh,Betul,117
2025-06,Madhya Pradesh,Bhind,185
2025-06,Madhya Pradesh,Bhopal,180
2025-06,Madhya Pradesh,Burhanpur,42
2025-06,Madhya Pradesh,Chhatarpur,280
2025-06,Madhya Pradesh,Chhindwara,126
2025-06,Madhya Pradesh,Damoh,145
2025-06,Madhya Pradesh,Datia,115
2025-06,Madhya Pradesh,Dewas,169
2025-06,Madhya Pradesh,Dhar,149
2025-06,Madhya Pradesh,Dindori,30
2025-06,Madhya Pradesh,East Nimar,62
2025-06,Madhya Pradesh,Guna,160
2025-06,Madhya Pradesh,Gwalior,213
2025-06,Madhya Pradesh,Harda,23
2025-06,Madhya Pradesh,Harda *,4
2025-06,Madhya Pradesh,Hoshangabad,99
2025-06,Madhya Pradesh,Indore,244
2025-06,Madhya Pradesh,Jabalpur,202
2025-06,Madhya Pradesh,Jhabua,190
2025-06,Madhya Pradesh,Katni,172
2025-06,Madhya Pradesh,Khandwa,39
2025-06,Madhya Pradesh,Khargone,167
2025-06,Madhya Pradesh,Maihar,8
2025-06,Madhya Pradesh,Mandla,94
2025-06,Madhya Pradesh,Mandsaur,197
2025-06,Madhya Pradesh,Mauganj,6
2025-06,Madhya Pradesh,Morena,185
2025-06,Madhya Pradesh,Narmadapuram,15
2025-06,Madhya Pradesh,Narsimhapur,28
2025-06,Madhya Pradesh,Narsinghpur,100
2025-06,Madhya Pradesh,Neemuch,112
2025-06,Madhya Pradesh,Niwari,4
2025-06,Madhya Pradesh,Pandhurna,2
2025-06,Madhya Pradesh,Panna,229
2025-06,Madhya Pradesh,Raisen,82
2025-06,Madhya Pradesh,Rajgarh,86
2025-06,Madhya Pradesh,Ratlam,174
2025-06,Madhya Pradesh,Rewa,327
2025-06,Madhya Pradesh,Sagar,236
2025-06,Madhya Pradesh,Satna,293
2025-06,Madhya Pradesh,Sehore,56
2025-06,Madhya Pradesh,Seoni,90
2025-06,Madhya Pradesh,Shahdol,142
2025-06,Madhya Pradesh,Shajapur,132
2025-06,Madhya Pradesh,Sheopur,87
2025-06,Madhya Pradesh,Shivpuri,199
2025-06,Madhya Pradesh,Sidhi,210
2025-06,Madhya Pradesh,Singrauli,180
2025-06,Madhya Pradesh,Tikamgarh,147
2025-06,Madhya Pradesh,Ujjain,351
2025-06,Madhya Pradesh,Umaria,94
2025-06,Madhya Pradesh,Vidisha,130
2025-06,Madhya Pradesh,West Nimar,13
2025-06,Maharashtra,Ahmadnagar,160
2025-06,Maharashtra,Ahmed Nagar,6
2025-06,Maharashtra,Akola,36
2025-06,Maharashtra,Amravati,62
2025-06,Maharashtra,Aurangabad,194
2025-06,Maharashtra,Beed,93
2025-06,Maharashtra,Bhandara,22
2025-06,Maharashtra,Bid,4
2025-06,Maharashtra,Buldana,17
2025-06,Maharashtra,Buldhana,86
2025-06,Maharashtra,Chandrapur,43
2025-06,Maharashtra,Chatrapati Sambhaji Nagar,4
2025-06,Maharashtra,Chhatrapati Sambhajinagar,13
2025-06,Maharashtra,Dharashiv,4
2025-06,Maharashtra,Dhule,85
2025-06,Maharashtra,Gadchiroli,50
2025-06,Maharashtra,Gondiya,41
2025-06,Maharashtra,Hingoli,37
2025-06,Maharashtra,Jalgaon,149
2025-06,Maharashtra,Jalna,79
2025-06,Maharashtra,Kolhapur,104
2025-06,Maharashtra,Latur,108
2025-06,Maharashtra,Mumbai,190
2025-06,Maharashtra,Mumbai City,32
2025-06,Maharashtra,Mumbai Suburban,172
2025-06,Maharashtra,Mumbai( Sub Urban ),8
2025-06,Maharashtra,Nagpur,135
2025-06,Maharashtra,Nanded,147
2025-06,Maharashtra,Nandurbar,103
2025-06,Maharashtra,Nandurbar *,3
2025-06,Maharashtra,Nashik,161
2025-06,Maharashtra,Osmanabad,60
2025-06,Maharashtra,Palghar,135
2025-06,Maharashtra,Parbhani,64
2025-06,Maharashtra,Pune,370
2025-06,Maharashtra,Raigad,39
2025-06,Maharashtra,Raigarh,69
2025-06,Maharashtra,Ratnagiri,35
2025-06,Maharashtra,Sangli,72
2025-06,Maharashtra,Satara,62
2025-06,Maharashtra,Sindhudurg,25
2025-06,Maharashtra,Solapur,149
2025-06,Maharashtra,Thane,432
2025-06,Maharashtra,Wardha,33
2025-06,Maharashtra,Washim,33
2025-06,Maharashtra,Yavatmal,87
2025-06,Manipur,Bishnupur,20
2025-06,Manipur,Chandel,18
2025-06,Manipur,Churachandpur,54
2025-06,Manipur,Imphal East,26
2025-06,Manipur,Imphal West,25
2025-06,Manipur,Jiribam,4
2025-06,Manipur,Kakching,1
2025-06,Manipur,Senapati,61
2025-06,Manipur,Tamenglong,18
2025-06,Manipur,Thoubal,29
2025-06,Manipur,Ukhrul,26
2025-06,Meghalaya,East Garo Hills,7
2025-06,Meghalaya,East Jaintia Hills,22
2025-06,Meghalaya,East Khasi Hills,68
2025-06,Meghalaya,Eastern West Khasi Hills,11
2025-06,Meghalaya,North Garo Hills,5
2025-06,Meghalaya,Ri Bhoi,31
2025-06,Meghalaya,South Garo Hills,12
2025-06,Meghalaya,South West Garo Hills,5
2025-06,Meghalaya,South West Khasi Hills,12
2025-06,Meghalaya,West Garo Hills,45
2025-06,Meghalaya,West Jaintia Hills,38
2025-06,Meghalaya,West Khasi Hills,30
2025-06,Mizoram,Aizawl,22
2025-06,Mizoram,Champhai,4
2025-06,Mizoram,Khawzawl,1
2025-06,Mizoram,Kolasib,3
2025-06,Mizoram,Lawngtlai,19
2025-06,Mizoram,Lunglei,7
2025-06,Mizoram,Mamit,2
2025-06,Mizoram,Mammit,1
2025-06,Mizoram,Saiha,4
2025-06,Mizoram,Saitual,1
2025-06,Mizoram,Serchhip,2
2025-06,Nagaland,Chumukedima,1
2025-06,Nagaland,Dimapur,19
2025-06,Nagaland,Kiphire,4
2025-06,Nagaland,Kohima,9
2025-06,Nagaland,Longleng,4
2025-06,Nagaland,Mokokchung,6
2025-06,Nagaland,Mon,24
2025-06,Nagaland,Niuland,1
2025-06,Nagaland,Noklak,2
2025-06,Nagaland,Peren,8
2025-06,Nagaland,Phek,6
2025-06,Nagaland,Shamator,2
2025-06,Nagaland,Tuensang,6
2025-06,Nagaland,Wokha,10
2025-06,Nagaland,Zunheboto,10
2025-06,Odisha,Angul,107
2025-06,Odisha,Anugul,7
2025-06,Odisha,Balangir,134
2025-06,Odisha,Baleshwar,25
2025-06,Odisha,Baleswar,175
2025-06,Odisha,Bargarh,154
2025-06,Odisha,Baudh,3
2025-06,Odisha,Bhadrak,144
2025-06,Odisha,Boudh,31
2025-06,Odisha,Cuttack,176
2025-06,Odisha,Debagarh,27
2025-06,Odisha,Dhenkanal,96
2025-06,Odisha,Gajapati,63
2025-06,Odisha,Ganjam,202
2025-06,Odisha,JAJPUR,80
2025-06,Odisha,Jagatsinghapur,83
2025-06,Odisha,Jagatsinghpur,14
2025-06,Odisha,Jajapur,79
2025-06,Odisha,Jharsuguda,23
2025-06,Odisha,Kalahandi,121
2025-06,Odisha,Kandhamal,87
2025-06,Odisha,Kendrapara,121
2025-06,Odisha,Kendujhar,173
2025-06,Odisha,Khorda,101
2025-06,Odisha,Khordha,12
2025-06,Odisha,Koraput,124
2025-06,Odisha,Malkangiri,145
2025-06,Odisha,Mayurbhanj,258
2025-06,Odisha,NUAPADA,3
2025-06,Odisha,Nabarangapur,202
2025-06,Odisha,Nayagarh,57
2025-06,Odisha,Nuapada,56
2025-06,Odisha,Puri,92
2025-06,Odisha,Rayagada,64
2025-06,Odisha,Sambalpur,88
2025-06,Odisha,Sonapur,27
2025-06,Odisha,Subarnapur,11
2025-06,Odisha,Sundargarh,16
2025-06,Odisha,Sundergarh,95
2025-06,Orissa,Balangir,12
2025-06,Orissa,Baleshwar,11
2025-06,Orissa,Bargarh,3
2025-06,Orissa,Bhadrak,10
2025-06,Orissa,Cuttack,13
2025-06,Orissa,Dhenkanal,8
2025-06,Orissa,Ganjam,11
2025-06,Orissa,Jajapur,5
2025-06,Orissa,Jharsuguda,1
2025-06,Orissa,Kandhamal,2
2025-06,Orissa,Khordha,16
2025-06,Orissa,Malkangiri,1
2025-06,Orissa,Puri,8
2025-06,Orissa,Rayagada,6
2025-06,Orissa,Sonapur,1
2025-06,Orissa,Sundargarh,3
2025-06,Pondicherry,Karaikal,2
2025-06,Pondicherry,Pondicherry,19
2025-06,Pondicherry,Yanam,1
2025-06,Puducherry,Karaikal,13
2025-06,Puducherry,Puducherry,14
2025-06,Punjab,Amritsar,172
2025-06,Punjab,Barnala,14
2025-06,Punjab,Bathinda,71
2025-06,Punjab,Faridkot,21
2025-06,Punjab,Fatehgarh Sahib,31
2025-06,Punjab,Fazilka,40
2025-06,Punjab,Ferozepur,34
2025-06,Punjab,Firozpur,10
2025-06,Punjab,Gurdaspur,82
2025-06,Punjab,Hoshiarpur,61
2025-06,Punjab,Jalandhar,103
2025-06,Punjab,Kapurthala,39
2025-06,Punjab,Ludhiana,105
2025-06,Punjab,Malerkotla,13
2025-06,Punjab,Mansa,20
2025-06,Punjab,Moga,40
2025-06,Punjab,Muktsar,10
2025-06,Punjab,Nawanshahr,4
2025-06,Punjab,Pathankot,26
2025-06,Punjab,Patiala,81
2025-06,Punjab,Rupnagar,28
2025-06,Punjab,S.A.S Nagar(Mohali),9
2025-06,Punjab,SAS Nagar (Mohali),81
2025-06,Punjab,Sangrur,48
2025-06,Punjab,Shaheed Bhagat Singh Nagar,18
2025-06,Punjab,Sri Muktsar Sahib,34
2025-06,Punjab,Tarn Taran,41
2025-06,Rajasthan,Ajmer,230
2025-06,Rajasthan,Alwar,567
2025-06,Rajasthan,Banswara,75
2025-06,Rajasthan,Baran,118
2025-06,Rajasthan,Barmer,372
2025-06,Rajasthan,Bharatpur,556
2025-06,Rajasthan,Bhilwara,230
2025-06,Rajasthan,Bikaner,201
2025-06,Rajasthan,Bundi,115
2025-06,Rajasthan,Chittaurgarh,13
2025-06,Rajasthan,Chittorgarh,117
2025-06,Rajasthan,Churu,237
2025-06,Rajasthan,Dausa,204
2025-06,Rajasthan,Deeg,1
2025-06,Rajasthan,Dhaulpur,4
2025-06,Rajasthan,Dholpur,229
2025-06,Rajasthan,Dungarpur,95
2025-06,Rajasthan,Ganganagar,98
2025-06,Rajasthan,Hanumangarh,121
2025-06,Rajasthan,Jaipur,691
2025-06,Rajasthan,Jaisalmer,60
2025-06,Rajasthan,Jalor,301
2025-06,Rajasthan,Jhalawar,184
2025-06,Rajasthan,Jhunjhunu,10
2025-06,Rajasthan,Jhunjhunun,248
2025-06,Rajasthan,Jodhpur,355
2025-06,Rajasthan,Karauli,243
2025-06,Rajasthan,Kota,140
2025-06,Rajasthan,Nagaur,368
2025-06,Rajasthan,Pali,140
2025-06,Rajasthan,Pratapgarh,66
2025-06,Rajasthan,Rajsamand,68
2025-06,Rajasthan,Sawai Madhopur,154
2025-06,Rajasthan,Sikar,355
2025-06,Rajasthan,Sirohi,89
2025-06,Rajasthan,Tonk,156
2025-06,Rajasthan,Udaipur,196
2025-06,Sikkim,East,5
2025-06,Sikkim,East Sikkim,7
2025-06,Sikkim,North,2
2025-06,Sikkim,North Sikkim,1
2025-06,Sikkim,South,7
2025-06,Sikkim,South Sikkim,2
2025-06,Sikkim,West,3
2025-06,Sikkim,West Sikkim,3
2025-06,Tamil Nadu,Ariyalur,49
2025-06,Tamil Nadu,Chengalpattu,36
2025-06,Tamil Nadu,Chennai,289
2025-06,Tamil Nadu,Coimbatore,234
2025-06,Tamil Nadu,Cuddalore,169
2025-06,Tamil Nadu,Dharmapuri,150
2025-06,Tamil Nadu,Dindigul,153
2025-06,Tamil Nadu,Erode,169
2025-06,Tamil Nadu,Kallakurichi,10
2025-06,Tamil Nadu,Kancheepuram,363
2025-06,Tamil Nadu,Kanniyakumari,53
2025-06,Tamil Nadu,Kanyakumari,56
2025-06,Tamil Nadu,Karur,108
2025-06,Tamil Nadu,Krishnagiri,95
2025-06,Tamil Nadu,Madurai,260
2025-06,Tamil Nadu,Mayiladuthurai,8
2025-06,Tamil Nadu,Nagapattinam,89
2025-06,Tamil Nadu,Namakkal,117
2025-06,Tamil Nadu,Perambalur,44
2025-06,Tamil Nadu,Pudukkottai,160
2025-06,Tamil Nadu,Ramanathapuram,79
2025-06,Tamil Nadu,Ranipet,4
2025-06,Tamil Nadu,Salem,206
2025-06,Tamil Nadu,Sivaganga,95
2025-06,Tamil Nadu,Tenkasi,23
2025-06,Tamil Nadu,Thanjavur,145
2025-06,Tamil Nadu,The Nilgiris,28
2025-06,Tamil Nadu,Theni,84
2025-06,Tamil Nadu,Thiruvallur,2
2025-06,Tamil Nadu,Thiruvarur,87
2025-06,Tamil Nadu,Thoothukkudi,166
2025-06,Tamil Nadu,Tiruchirappalli,239
2025-06,Tamil Nadu,Tirunelveli,171
2025-06,Tamil Nadu,Tirupattur,20
2025-06,Tamil Nadu,Tiruppur,151
2025-06,Tamil Nadu,Tiruvallur,312
2025-06,Tamil Nadu,Tiruvannamalai,152
2025-06,Tamil Nadu,Vellore,188
2025-06,Tamil Nadu,Villupuram,140
2025-06,Tamil Nadu,Viluppuram,124
2025-06,Tamil Nadu,Virudhunagar,122
2025-06,Telangana,Adilabad,66
2025-06,Telangana,Bhadradri Kothagudem,82
2025-06,Telangana,Hanumakonda,29
2025-06,Telangana,Hyderabad,238
2025-06,Telangana,Jagitial,40
2025-06,Telangana,Jangaon,5
2025-06,Telangana,Jangoan,30
2025-06,Telangana,Jayashankar Bhupalpally,18
2025-06,Telangana,Jogulamba Gadwal,58
2025-06,Telangana,K.v. Rangareddy,302
2025-06,Telangana,Kamareddy,46
2025-06,Telangana,Karimnagar,161
2025-06,Telangana,Khammam,112
2025-06,Telangana,Komaram Bheem,42
2025-06,Telangana,Mahabubabad,39
2025-06,Telangana,Mahabubnagar,277
2025-06,Telangana,Mancherial,28
2025-06,Telangana,Medak,193
2025-06,Telangana,Medchal-malkajgiri,73
2025-06,Telangana,Medchal−malkajgiri,7
2025-06,Telangana,Mulugu,35
2025-06,Telangana,Nagarkurnool,25
2025-06,Telangana,Nalgonda,152
2025-06,Telangana,Narayanpet,39
2025-06,Telangana,Nirmal,45
2025-06,Telangana,Nizamabad,191
2025-06,Telangana,Peddapalli,17
2025-06,Telangana,Rajanna Sircilla,20
2025-06,Telangana,Rangareddy,11
2025-06,Telangana,Sangareddy,69
