year_month,state,district,demographic_total
2025-07,Jammu and Kashmir,Kishtwar,64
2025-07,Jammu and Kashmir,Kulgam,39
2025-07,Jammu and Kashmir,Kupwara,276
2025-07,Jammu and Kashmir,Leh,14
2025-07,Jammu and Kashmir,Pulwama,161
2025-07,Jammu and Kashmir,Punch,130
2025-07,Jammu and Kashmir,Rajouri,179
2025-07,Jammu and Kashmir,Ramban,55
2025-07,Jammu and Kashmir,Reasi,82
2025-07,Jammu and Kashmir,Samba,41
2025-07,Jammu and Kashmir,Shupiyan,50
2025-07,Jammu and Kashmir,Srinagar,437
2025-07,Jammu and Kashmir,Udhampur,142
2025-07,Jharkhand,Bokaro,796
2025-07,Jharkhand,Chatra,656
2025-07,Jharkhand,Deoghar,585
2025-07,Jharkhand,Dhanbad,1260
2025-07,Jharkhand,Dumka,717
2025-07,Jharkhand,East Singhbhum,793
2025-07,Jharkhand,Garhwa,645
2025-07,Jharkhand,Garhwa *,12
2025-07,Jharkhand,Giridih,1002
2025-07,Jharkhand,Godda,922
2025-07,Jharkhand,Gumla,617
2025-07,Jharkhand,Hazaribag,117
2025-07,Jharkhand,Hazaribagh,816
2025-07,Jharkhand,Jamtara,475
2025-07,Jharkhand,Khunti,170
2025-07,Jharkhand,Kodarma,60
2025-07,Jharkhand,Koderma,200
2025-07,Jharkhand,Latehar,477
2025-07,Jharkhand,Lohardaga,160
2025-07,Jharkhand,Pakaur,43
2025-07,Jharkhand,Pakur,366
2025-07,Jharkhand,Palamau,37
2025-07,Jharkhand,Palamu,979
2025-07,Jharkhand,Pashchimi Singhbhum,117
2025-07,Jharkhand,Purbi Singhbhum,97
2025-07,Jharkhand,Ramgarh,382
2025-07,Jharkhand,Ranchi,976
2025-07,Jharkhand,Sahebganj,821
2025-07,Jharkhand,Sahibganj,37
2025-07,Jharkhand,Seraikela-Kharsawan,444
2025-07,Jharkhand,Seraikela-kharsawan,116
2025-07,Jharkhand,Simdega,230
2025-07,Jharkhand,West Singhbhum,537
2025-07,Karnataka,Bagalkot,714
2025-07,Karnataka,Bagalkot *,19
2025-07,Karnataka,Ballari,187
2025-07,Karnataka,Bangalore,979
2025-07,Karnataka,Bangalore Rural,393
2025-07,Karnataka,Belagavi,858
2025-07,Karnataka,Belgaum,887
2025-07,Karnataka,Bellary,359
2025-07,Karnataka,Bengaluru,4181
2025-07,Karnataka,Bengaluru Rural,4
2025-07,Karnataka,Bengaluru South,113
2025-07,Karnataka,Bidar,661
2025-07,Karnataka,Bijapur,501
2025-07,Karnataka,Chamarajanagar,21
2025-07,Karnataka,Chamarajanagar *,1
2025-07,Karnataka,Chamrajanagar,275
2025-07,Karnataka,Chamrajnagar,37
2025-07,Karnataka,Chickmagalur,195
2025-07,Karnataka,Chikkaballapur,495
2025-07,Karnataka,Chikkamagaluru,186
2025-07,Karnataka,Chikmagalur,13
2025-07,Karnataka,Chitradurga,573
2025-07,Karnataka,Dakshina Kannada,1088
2025-07,Karnataka,Davanagere,54
2025-07,Karnataka,Davangere,391
2025-07,Karnataka,Dharwad,799
2025-07,Karnataka,Gadag,378
2025-07,Karnataka,Gadag *,14
2025-07,Karnataka,Gulbarga,542
2025-07,Karnataka,Hasan,165
2025-07,Karnataka,Hassan,448
2025-07,Karnataka,Haveri,572
2025-07,Karnataka,Haveri *,17
2025-07,Karnataka,Kalaburagi,392
2025-07,Karnataka,Kodagu,226
2025-07,Karnataka,Kolar,587
2025-07,Karnataka,Koppal,481
2025-07,Karnataka,Mandya,482
2025-07,Karnataka,Mysore,379
2025-07,Karnataka,Mysuru,580
2025-07,Karnataka,Raichur,663
2025-07,Karnataka,Ramanagar,384
2025-07,Karnataka,Shimoga,298
2025-07,Karnataka,Shivamogga,363
2025-07,Karnataka,Tumakuru,486
2025-07,Karnataka,Tumkur,442
2025-07,Karnataka,Udupi,585
2025-07,Karnataka,Uttara Kannada,588
2025-07,Karnataka,Vijayanagara,375
2025-07,Karnataka,Vijayapura,621
2025-07,Karnataka,Yadgir,409
2025-07,Karnataka,yadgir,45
2025-07,Kerala,Alappuzha,847
2025-07,Kerala,Ernakulam,1537
2025-07,Kerala,Idukki,312
2025-07,Kerala,Kannur,1196
2025-07,Kerala,Kasaragod,494
2025-07,Kerala,Kasargod,40
2025-07,Kerala,Kollam,1174
2025-07,Kerala,Kottayam,623
2025-07,Kerala,Kozhikode,1822
2025-07,Kerala,Malappuram,3228
2025-07,Kerala,Palakkad,1141
2025-07,Kerala,Pathanamthitta,475
2025-07,Kerala,Thiruvananthapuram,1309
2025-07,Kerala,Thrissur,1300
2025-07,Kerala,Wayanad,294
2025-07,Ladakh,Kargil,46
2025-07,Ladakh,Leh,54
2025-07,Lakshadweep,Lakshadweep,28
2025-07,Madhya Pradesh,Agar Malwa,166
2025-07,Madhya Pradesh,Alirajpur,332
2025-07,Madhya Pradesh,Anuppur,307
2025-07,Madhya Pradesh,Ashok Nagar,245
2025-07,Madhya Pradesh,Balaghat,659
2025-07,Madhya Pradesh,Barwani,589
2025-07,Madhya Pradesh,Betul,641
2025-07,Madhya Pradesh,Bhind,832
2025-07,Madhya Pradesh,Bhopal,1179
2025-07,Madhya Pradesh,Burhanpur,186
2025-07,Madhya Pradesh,Chhatarpur,894
2025-07,Madhya Pradesh,Chhindwara,751
2025-07,Madhya Pradesh,Damoh,473
2025-07,Madhya Pradesh,Datia,390
2025-07,Madhya Pradesh,Dewas,382
2025-07,Madhya Pradesh,Dhar,922
2025-07,Madhya Pradesh,Dindori,175
2025-07,Madhya Pradesh,East Nimar,201
2025-07,Madhya Pradesh,Guna,681
2025-07,Madhya Pradesh,Gwalior,1175
2025-07,Madhya Pradesh,Harda,109
2025-07,Madhya Pradesh,Harda *,35
2025-07,Madhya Pradesh,Hoshangabad,185
2025-07,Madhya Pradesh,Indore,2128
2025-07,Madhya Pradesh,Jabalpur,1181
2025-07,Madhya Pradesh,Jhabua,943
2025-07,Madhya Pradesh,Katni,839
2025-07,Madhya Pradesh,Khandwa,186
2025-07,Madhya Pradesh,Khargone,629
2025-07,Madhya Pradesh,Maihar,110
2025-07,Madhya Pradesh,Mandla,525
2025-07,Madhya Pradesh,Mandsaur,611
2025-07,Madhya Pradesh,Mauganj,112
2025-07,Madhya Pradesh,Morena,1083
2025-07,Madhya Pradesh,Narmadapuram,169
2025-07,Madhya Pradesh,Narsimhapur,65
2025-07,Madhya Pradesh,Narsinghpur,390
2025-07,Madhya Pradesh,Neemuch,375
2025-07,Madhya Pradesh,Niwari,50
2025-07,Madhya Pradesh,Pandhurna,33
2025-07,Madhya Pradesh,Panna,514
2025-07,Madhya Pradesh,Raisen,497
2025-07,Madhya Pradesh,Rajgarh,579
2025-07,Madhya Pradesh,Ratlam,563
2025-07,Madhya Pradesh,Rewa,1531
2025-07,Madhya Pradesh,Sagar,1050
2025-07,Madhya Pradesh,Satna,1121
2025-07,Madhya Pradesh,Sehore,379
2025-07,Madhya Pradesh,Seoni,703
2025-07,Madhya Pradesh,Shahdol,471
2025-07,Madhya Pradesh,Shajapur,453
2025-07,Madhya Pradesh,Sheopur,514
2025-07,Madhya Pradesh,Shivpuri,826
2025-07,Madhya Pradesh,Sidhi,602
2025-07,Madhya Pradesh,Singrauli,850
2025-07,Madhya Pradesh,Tikamgarh,665
2025-07,Madhya Pradesh,Ujjain,824
2025-07,Madhya Pradesh,Umaria,228
2025-07,Madhya Pradesh,Vidisha,457
2025-07,Madhya Pradesh,West Nimar,38
2025-07,Maharashtra,Ahilyanagar,22
2025-07,Maharashtra,Ahmadnagar,9646
2025-07,Maharashtra,Ahmed Nagar,280
2025-07,Maharashtra,Akola,2364
2025-07,Maharashtra,Amravati,3115
2025-07,Maharashtra,Aurangabad,5084
2025-07,Maharashtra,Beed,5639
2025-07,Maharashtra,Bhandara,1569
2025-07,Maharashtra,Bid,671
2025-07,Maharashtra,Buldana,1046
2025-07,Maharashtra,Buldhana,4807
2025-07,Maharashtra,Chandrapur,4966
2025-07,Maharashtra,Chatrapati Sambhaji Nagar,86
2025-07,Maharashtra,Chhatrapati Sambhajinagar,423
2025-07,Maharashtra,Dharashiv,91
2025-07,Maharashtra,Dhule,1962
2025-07,Maharashtra,Gadchiroli,1241
2025-07,Maharashtra,Gondia,36
2025-07,Maharashtra,Gondiya,1853
2025-07,Maharashtra,Gondiya *,61
2025-07,Maharashtra,Hingoli,2846
2025-07,Maharashtra,Jalgaon,4642
2025-07,Maharashtra,Jalna,2237
2025-07,Maharashtra,Kolhapur,4411
2025-07,Maharashtra,Latur,3777
2025-07,Maharashtra,Mumbai,3004
2025-07,Maharashtra,Mumbai City,899
2025-07,Maharashtra,Mumbai Suburban,3404
2025-07,Maharashtra,Mumbai( Sub Urban ),95
2025-07,Maharashtra,Nagpur,3714
2025-07,Maharashtra,Nanded,8701
2025-07,Maharashtra,Nandurbar,752
2025-07,Maharashtra,Nandurbar *,18
2025-07,Maharashtra,Nashik,7110
2025-07,Maharashtra,Osmanabad,4117
2025-07,Maharashtra,Palghar,3087
2025-07,Maharashtra,Parbhani,2955
2025-07,Maharashtra,Pune,7869
2025-07,Maharashtra,Raigad,908
2025-07,Maharashtra,Raigarh,1935
2025-07,Maharashtra,Raigarh(MH),22
2025-07,Maharashtra,Ratnagiri,1062
2025-07,Maharashtra,Sangli,1925
2025-07,Maharashtra,Satara,1991
2025-07,Maharashtra,Sindhudurg,667
2025-07,Maharashtra,Solapur,6328
2025-07,Maharashtra,Thane,6410
2025-07,Maharashtra,Wardha,514
2025-07,Maharashtra,Washim,1450
2025-07,Maharashtra,Washim *,53
2025-07,Maharashtra,Yavatmal,5362
2025-07,Manipur,Bishnupur,2464
2025-07,Manipur,Chandel,397
2025-07,Manipur,Churachandpur,407
2025-07,Manipur,Imphal East,799
2025-07,Manipur,Imphal West,1801
2025-07,Manipur,Jiribam,50
2025-07,Manipur,Kakching,145
2025-07,Manipur,Pherzawl,4
2025-07,Manipur,Senapati,457
2025-07,Manipur,Tamenglong,229
2025-07,Manipur,Thoubal,1700
2025-07,Manipur,Ukhrul,213
2025-07,Meghalaya,East Garo Hills,19
2025-07,Meghalaya,East Jaintia Hills,10
2025-07,Meghalaya,East Khasi Hills,74
2025-07,Meghalaya,Eastern West Khasi Hills,16
2025-07,Meghalaya,North Garo Hills,31
2025-07,Meghalaya,Ri Bhoi,24
2025-07,Meghalaya,South Garo Hills,24
2025-07,Meghalaya,South West Garo Hills,10
2025-07,Meghalaya,South West Khasi Hills,18
2025-07,Meghalaya,West Garo Hills,109
2025-07,Meghalaya,West Jaintia Hills,7
2025-07,Meghalaya,West Khasi Hills,58
2025-07,Mizoram,Aizawl,138
2025-07,Mizoram,Champhai,46
2025-07,Mizoram,Khawzawl,4
2025-07,Mizoram,Kolasib,40
2025-07,Mizoram,Lawngtlai,29
2025-07,Mizoram,Lunglei,39
2025-07,Mizoram,Mamit,20
2025-07,Mizoram,Mammit,4
2025-07,Mizoram,Saiha,34
2025-07,Mizoram,Serchhip,15
2025-07,Nagaland,Chumukedima,42
2025-07,Nagaland,Dimapur,139
2025-07,Nagaland,Kiphire,14
2025-07,Nagaland,Kohima,33
2025-07,Nagaland,Longleng,12
2025-07,Nagaland,Meluri,2
2025-07,Nagaland,Mokokchung,18
2025-07,Nagaland,Mon,81
2025-07,Nagaland,Niuland,14
2025-07,Nagaland,Noklak,12
2025-07,Nagaland,Peren,43
2025-07,Nagaland,Phek,6
2025-07,Nagaland,Shamator,30
2025-07,Nagaland,Tuensang,25
2025-07,Nagaland,Wokha,5
2025-07,Nagaland,Zunheboto,61
2025-07,Odisha,Angul,375
2025-07,Odisha,Anugal,1
2025-07,Odisha,Anugul,31
2025-07,Odisha,Balangir,475
2025-07,Odisha,Baleshwar,156
2025-07,Odisha,Baleswar,476
2025-07,Odisha,Bargarh,410
2025-07,Odisha,Baudh,11
2025-07,Odisha,Bhadrak,487
2025-07,Odisha,Boudh,58
2025-07,Odisha,Cuttack,449
2025-07,Odisha,Debagarh,88
2025-07,Odisha,Dhenkanal,380
2025-07,Odisha,Gajapati,303
2025-07,Odisha,Ganjam,1398
2025-07,Odisha,JAJPUR,259
2025-07,Odisha,Jagatsinghapur,255
2025-07,Odisha,Jagatsinghpur,113
2025-07,Odisha,Jajapur,324
2025-07,Odisha,Jajpur,2
2025-07,Odisha,Jharsuguda,216
2025-07,Odisha,Kalahandi,665
2025-07,Odisha,Kandhamal,309
2025-07,Odisha,Kendrapara,508
2025-07,Odisha,Kendujhar,713
2025-07,Odisha,Khorda,497
2025-07,Odisha,Khordha,102
2025-07,Odisha,Koraput,478
2025-07,Odisha,Malkangiri,354
2025-07,Odisha,Mayurbhanj,917
2025-07,Odisha,NUAPADA,11
2025-07,Odisha,Nabarangapur,440
2025-07,Odisha,Nayagarh,236
2025-07,Odisha,Nuapada,148
2025-07,Odisha,Puri,343
2025-07,Odisha,Rayagada,284
2025-07,Odisha,Sambalpur,304
2025-07,Odisha,Sonapur,167
2025-07,Odisha,Subarnapur,39
2025-07,Odisha,Sundargarh,101
2025-07,Odisha,Sundergarh,437
2025-07,Odisha,jajpur,3
2025-07,Orissa,Anugul,3
2025-07,Orissa,Balangir,73
2025-07,Orissa,Baleshwar,30
2025-07,Orissa,Bargarh,10
2025-07,Orissa,Bhadrak,60
2025-07,Orissa,Cuttack,32
2025-07,Orissa,Dhenkanal,12
2025-07,Orissa,Ganjam,64
2025-07,Orissa,Jagatsinghapur,2
2025-07,Orissa,Jajapur,26
2025-07,Orissa,Jajapur  *,1
2025-07,Orissa,Jharsuguda,1
2025-07,Orissa,Kandhamal,5
2025-07,Orissa,Kendrapara,1
2025-07,Orissa,Kendujhar,9
2025-07,Orissa,Khordha,83
2025-07,Orissa,Koraput,15
2025-07,Orissa,Malkangiri,3
2025-07,Orissa,Mayurbhanj,4
2025-07,Orissa,Nabarangapur,1
2025-07,Orissa,Nayagarh,10
2025-07,Orissa,Puri,34
2025-07,Orissa,Rayagada,39
2025-07,Orissa,Sambalpur,3
2025-07,Orissa,Sonapur,1
2025-07,Orissa,Sundargarh,11
2025-07,Pondicherry,Karaikal,42
2025-07,Pondicherry,Pondicherry,139
2025-07,Pondicherry,Yanam,2
2025-07,Puducherry,Karaikal,200
2025-07,Puducherry,Puducherry,428
2025-07,Punjab,Amritsar,942
2025-07,Punjab,Barnala,197
2025-07,Punjab,Bathinda,492
2025-07,Punjab,Faridkot,179
2025-07,Punjab,Fatehgarh Sahib,185
2025-07,Punjab,Fazilka,423
2025-07,Punjab,Ferozepur,221
2025-07,Punjab,Firozpur,106
2025-07,Punjab,Gurdaspur,752
2025-07,Punjab,Hoshiarpur,618
2025-07,Punjab,Jalandhar,642
2025-07,Punjab,Kapurthala,255
2025-07,Punjab,Ludhiana,1592
2025-07,Punjab,Malerkotla,196
2025-07,Punjab,Mansa,187
2025-07,Punjab,Moga,362
2025-07,Punjab,Muktsar,71
2025-07,Punjab,Nawanshahr,44
2025-07,Punjab,Pathankot,188
2025-07,Punjab,Patiala,695
2025-07,Punjab,Rupnagar,194
2025-07,Punjab,S.A.S Nagar(Mohali),50
2025-07,Punjab,SAS Nagar (Mohali),836
2025-07,Punjab,Sangrur,307
2025-07,Punjab,Shaheed Bhagat Singh Nagar,142
2025-07,Punjab,Sri Muktsar Sahib,180
2025-07,Punjab,Tarn Taran,287
2025-07,Rajasthan,Ajmer,1295
2025-07,Rajasthan,Alwar,1428
2025-07,Rajasthan,Balotra,5
2025-07,Rajasthan,Banswara,1087
2025-07,Rajasthan,Baran,695
2025-07,Rajasthan,Barmer,746
2025-07,Rajasthan,Beawar,12
2025-07,Rajasthan,Bharatpur,1195
2025-07,Rajasthan,Bhilwara,1201
2025-07,Rajasthan,Bikaner,634
2025-07,Rajasthan,Bundi,408
2025-07,Rajasthan,Chittaurgarh,37
2025-07,Rajasthan,Chittorgarh,663
2025-07,Rajasthan,Churu,780
2025-07,Rajasthan,Dausa,711
2025-07,Rajasthan,Deeg,6
2025-07,Rajasthan,Deeg ,33
2025-07,Rajasthan,Dhaulpur,13
2025-07,Rajasthan,Dholpur,635
2025-07,Rajasthan,Didwana-Kuchaman,10
2025-07,Rajasthan,Dungarpur,699
2025-07,Rajasthan,Ganganagar,491
2025-07,Rajasthan,Hanumangarh,562
2025-07,Rajasthan,Jaipur,3567
2025-07,Rajasthan,Jaisalmer,188
2025-07,Rajasthan,Jalor,660
2025-07,Rajasthan,Jalore,32
2025-07,Rajasthan,Jhalawar,609
2025-07,Rajasthan,Jhunjhunu,62
2025-07,Rajasthan,Jhunjhunun,671
2025-07,Rajasthan,Jodhpur,1224
2025-07,Rajasthan,Karauli,754
2025-07,Rajasthan,Khairthal-Tijara,17
2025-07,Rajasthan,Kota,1048
2025-07,Rajasthan,Kotputli-Behror,11
2025-07,Rajasthan,Nagaur,1143
2025-07,Rajasthan,Pali,580
2025-07,Rajasthan,Phalodi,4
2025-07,Rajasthan,Pratapgarh,465
2025-07,Rajasthan,Rajsamand,368
2025-07,Rajasthan,Salumbar,3
2025-07,Rajasthan,Sawai Madhopur,618
2025-07,Rajasthan,Sikar,775
2025-07,Rajasthan,Sirohi,441
2025-07,Rajasthan,Tonk,676
2025-07,Rajasthan,Udaipur,1112
2025-07,Sikkim,East,76
2025-07,Sikkim,East Sikkim,51
2025-07,Sikkim,Mangan,1
2025-07,Sikkim,Namchi,8
2025-07,Sikkim,North,1
2025-07,Sikkim,North Sikkim,4
2025-07,Sikkim,South,25
2025-07,Sikkim,South Sikkim,21
2025-07,Sikkim,West,39
2025-07,Sikkim,West Sikkim,24
2025-07,Tamil Nadu,Ariyalur,308
2025-07,Tamil Nadu,Chengalpattu,647
2025-07,Tamil Nadu,Chennai,3178
2025-07,Tamil Nadu,Coimbatore,2652
2025-07,Tamil Nadu,Cuddalore,1603
2025-07,Tamil Nadu,Dharmapuri,769
2025-07,Tamil Nadu,Dindigul,1165
2025-07,Tamil Nadu,Erode,1226
2025-07,Tamil Nadu,Kallakurichi,285
2025-07,Tamil Nadu,Kancheepuram,1984
2025-07,Tamil Nadu,Kanniyakumari,444
2025-07,Tamil Nadu,Kanyakumari,328
2025-07,Tamil Nadu,Karur,421
2025-07,Tamil Nadu,Krishnagiri,888
2025-07,Tamil Nadu,Madurai,1645
2025-07,Tamil Nadu,Mayiladuthurai,95
2025-07,Tamil Nadu,Nagapattinam,724
2025-07,Tamil Nadu,Namakkal,752
2025-07,Tamil Nadu,Perambalur,312
2025-07,Tamil Nadu,Pudukkottai,860
2025-07,Tamil Nadu,Ramanathapuram,558
2025-07,Tamil Nadu,Ranipet,28
2025-07,Tamil Nadu,Salem,1484
2025-07,Tamil Nadu,Sivaganga,690
2025-07,Tamil Nadu,Tenkasi,230
2025-07,Tamil Nadu,Thanjavur,1172
2025-07,Tamil Nadu,The Nilgiris,273
2025-07,Tamil Nadu,Theni,579
2025-07,Tamil Nadu,Thiruvallur,32
2025-07,Tamil Nadu,Thiruvarur,569
2025-07,Tamil Nadu,Thoothukkudi,787
2025-07,Tamil Nadu,Tiruchirappalli,1128
2025-07,Tamil Nadu,Tirunelveli,1272
2025-07,Tamil Nadu,Tirupathur,1
2025-07,Tamil Nadu,Tirupattur,207
2025-07,Tamil Nadu,Tiruppur,1200
2025-07,Tamil Nadu,Tiruvallur,2199
2025-07,Tamil Nadu,Tiruvannamalai,973
2025-07,Tamil Nadu,Vellore,1314
2025-07,Tamil Nadu,Villupuram,797
2025-07,Tamil Nadu,Viluppuram,616
2025-07,Tamil Nadu,Virudhunagar,976
2025-07,Telangana,Adilabad,513
2025-07,Telangana,Bhadradri Kothagudem,483
2025-07,Telangana,Hanumakonda,326
2025-07,Telangana,Hyderabad,2922
2025-07,Telangana,Jagitial,245
2025-07,Telangana,Jangaon,24
2025-07,Telangana,Jangoan,390
2025-07,Telangana,Jayashankar Bhupalpally,264
2025-07,Telangana,Jogulamba Gadwal,444
2025-07,Telangana,K.v. Rangareddy,3006
2025-07,Telangana,Kamareddy,617
2025-07,Telangana,Karimnagar,1006
2025-07,Telangana,Khammam,959
2025-07,Telangana,Komaram Bheem,718
2025-07,Telangana,Mahabubabad,529
2025-07,Telangana,Mahabubnagar,1121
2025-07,Telangana,Mancherial,685
2025-07,Telangana,Medak,988
2025-07,Telangana,Medchal-malkajgiri,1699
2025-07,Telangana,Medchal−malkajgiri,31
2025-07,Telangana,Mulugu,241
2025-07,Telangana,Nagarkurnool,335
2025-07,Telangana,Nalgonda,1222
2025-07,Telangana,Narayanpet,271
2025-07,Telangana,Nirmal,881
2025-07,Telangana,Nizamabad,938
2025-07,Telangana,Peddapalli,149
2025-07,Telangana,Rajanna Sircilla,190
2025-07,Telangana,Rangareddy,96
2025-07,Telangana,Sangareddy,580
2025-07,Telangana,Siddipet,576
2025-07,Telangana,Suryapet,706
2025-07,Telangana,Vikarabad,1002
2025-07,Telangana,Wanaparthy,422
2025-07,Telangana,Warangal,385
2025-07,Telangana,Warangal (urban),1
2025-07,Telangana,Warangal Rural,320
2025-07,Telangana,Warangal Urban,167
2025-07,Telangana,Yadadri.,654
2025-07,Tripura,Dhalai,34
2025-07,Tripura,Dhalai  *,3
2025-07,Tripura,Gomati,158
2025-07,Tripura,Khowai,66
2025-07,Tripura,North Tripura,144
2025-07,Tripura,Sepahijala,273
2025-07,Tripura,South Tripura,320
2025-07,Tripura,Unakoti,70
2025-07,Tripura,West Tripura,473
2025-07,Uttar Pradesh,Agra,2991
2025-07,Uttar Pradesh,Aligarh,1169
2025-07,Uttar Pradesh,Allahabad,2046
2025-07,Uttar Pradesh,Ambedkar Nagar,1051
2025-07,Uttar Pradesh,Amethi,695
2025-07,Uttar Pradesh,Amroha,911
2025-07,Uttar Pradesh,Auraiya,609
2025-07,Uttar Pradesh,Ayodhya,225
2025-07,Uttar Pradesh,Azamgarh,2178
2025-07,Uttar Pradesh,Baghpat,814
2025-07,Uttar Pradesh,Bahraich,1663
2025-07,Uttar Pradesh,Ballia,1218
2025-07,Uttar Pradesh,Balrampur,1058
2025-07,Uttar Pradesh,Banda,980
2025-07,Uttar Pradesh,Bara Banki,1512
2025-07,Uttar Pradesh,Barabanki,93
2025-07,Uttar Pradesh,Bareilly,3303
2025-07,Uttar Pradesh,Basti,1592
2025-07,Uttar Pradesh,Bhadohi,196
2025-07,Uttar Pradesh,Bijnor,3265
2025-07,Uttar Pradesh,Budaun,2170
2025-07,Uttar Pradesh,Bulandshahar,17
2025-07,Uttar Pradesh,Bulandshahr,2320
2025-07,Uttar Pradesh,Chandauli,1488
2025-07,Uttar Pradesh,Chitrakoot,622
2025-07,Uttar Pradesh,Deoria,2136
2025-07,Uttar Pradesh,Etah,1042
2025-07,Uttar Pradesh,Etawah,1251
2025-07,Uttar Pradesh,Faizabad,1355
2025-07,Uttar Pradesh,Farrukhabad,1333
2025-07,Uttar Pradesh,Fatehpur,1853
2025-07,Uttar Pradesh,Firozabad,1955
2025-07,Uttar Pradesh,Gautam Buddha Nagar,2286
2025-07,Uttar Pradesh,Ghaziabad,3435
2025-07,Uttar Pradesh,Ghazipur,2390
2025-07,Uttar Pradesh,Gonda,2350
2025-07,Uttar Pradesh,Gorakhpur,2880
2025-07,Uttar Pradesh,Hamirpur,731
2025-07,Uttar Pradesh,Hapur,824
2025-07,Uttar Pradesh,Hardoi,2494
2025-07,Uttar Pradesh,Hathras,813
2025-07,Uttar Pradesh,Jalaun,1107
2025-07,Uttar Pradesh,Jaunpur,2536
2025-07,Uttar Pradesh,Jhansi,1302
2025-07,Uttar Pradesh,Jyotiba Phule Nagar,15
2025-07,Uttar Pradesh,Kannauj,1142
2025-07,Uttar Pradesh,Kanpur Dehat,1157
2025-07,Uttar Pradesh,Kanpur Nagar,2707
2025-07,Uttar Pradesh,Kasganj,694
2025-07,Uttar Pradesh,Kaushambi,703
2025-07,Uttar Pradesh,Kheri,2425
2025-07,Uttar Pradesh,Kushinagar,3177
2025-07,Uttar Pradesh,Lalitpur,583
2025-07,Uttar Pradesh,Lucknow,3234
2025-07,Uttar Pradesh,Maharajganj,1889
2025-07,Uttar Pradesh,Mahoba,786
2025-07,Uttar Pradesh,Mainpuri,1235
2025-07,Uttar Pradesh,Mathura,1776
2025-07,Uttar Pradesh,Mau,1212
2025-07,Uttar Pradesh,Meerut,2364
2025-07,Uttar Pradesh,Mirzapur,1427
2025-07,Uttar Pradesh,Moradabad,1816
2025-07,Uttar Pradesh,Muzaffarnagar,2278
2025-07,Uttar Pradesh,Pilibhit,1372
2025-07,Uttar Pradesh,Pratapgarh,1452
2025-07,Uttar Pradesh,Prayagraj,596
2025-07,Uttar Pradesh,Rae Bareli,1598
2025-07,Uttar Pradesh,Raebareli,1
2025-07,Uttar Pradesh,Rampur,1606
2025-07,Uttar Pradesh,Saharanpur,2219
2025-07,Uttar Pradesh,Sambhal,1583
2025-07,Uttar Pradesh,Sant Kabir Nagar,817
2025-07,Uttar Pradesh,Sant Ravidas Nagar,630
2025-07,Uttar Pradesh,Sant Ravidas Nagar Bhadohi,5
2025-07,Uttar Pradesh,Shahjahanpur,2044
2025-07,Uttar Pradesh,Shamli,907
2025-07,Uttar Pradesh,Shrawasti,746
2025-07,Uttar Pradesh,Siddharthnagar,1515
2025-07,Uttar Pradesh,Sitapur,2540
2025-07,Uttar Pradesh,Sonbhadra,1287
2025-07,Uttar Pradesh,Sultanpur,1227
2025-07,Uttar Pradesh,Unnao,1975
2025-07,Uttar Pradesh,Varanasi,2571
2025-07,Uttarakhand,Almora,242
2025-07,Uttarakhand,Bageshwar,84
2025-07,Uttarakhand,Chamoli,95
2025-07,Uttarakhand,Champawat,179
2025-07,Uttarakhand,Dehradun,1032
2025-07,Uttarakhand,Garhwal,1
2025-07,Uttarakhand,Hardwar,27
2025-07,Uttarakhand,Haridwar,1171
2025-07,Uttarakhand,Nainital,508
2025-07,Uttarakhand,Pauri Garhwal,293
2025-07,Uttarakhand,Pithoragarh,247
2025-07,Uttarakhand,Rudraprayag,114
2025-07,Uttarakhand,Tehri Garhwal,477
2025-07,Uttarakhand,Udham Singh Nagar,1170
2025-07,Uttarakhand,Uttarkashi,93
2025-07,WEST BENGAL,HOWRAH,1
2025-07,WESTBENGAL,HOOGHLY,1
2025-07,West  Bengal,Hooghly,1
2025-07,West Bangal,Howrah,3
2025-07,West Bengal,Alipurduar,202
2025-07,West Bengal,Bankura,2838
2025-07,West Bengal,Barddhaman,3328
2025-07,West Bengal,Bardhaman,586
2025-07,West Bengal,Birbhum,2911
2025-07,West Bengal,Cooch Behar,1906
2025-07,West Bengal,Dakshin Dinajpur,1699
2025-07,West Bengal,Darjeeling,733
2025-07,West Bengal,Darjiling,222
2025-07,West Bengal,East Midnapore,647
2025-07,West Bengal,East Midnapur,1
2025-07,West Bengal,HOWRAH,3
2025-07,West Bengal,Haora,1008
2025-07,West Bengal,Hooghly,3641
2025-07,West Bengal,Howrah,2529
2025-07,West Bengal,Hugli,19
2025-07,West Bengal,Jalpaiguri,3487
2025-07,West Bengal,Jhargram,113
2025-07,West Bengal,KOLKATA,2
2025-07,West Bengal,Kalimpong,48
2025-07,West Bengal,Koch Bihar,1348
2025-07,West Bengal,Kolkata,1524
2025-07,West Bengal,MALDA,10
2025-07,West Bengal,Malda,3318
2025-07,West Bengal,Maldah,538
2025-07,West Bengal,Medinipur,4
2025-07,West Bengal,Murshidabad,4952
2025-07,West Bengal,NADIA,2
2025-07,West Bengal,Nadia,3129
2025-07,West Bengal,North 24 Parganas,5552
2025-07,West Bengal,North Dinajpur,161
2025-07,West Bengal,North Twenty Four Parganas,592
2025-07,West Bengal,Paschim Bardhaman,369
2025-07,West Bengal,Paschim Medinipur,5416
2025-07,West Bengal,Purba Bardhaman,383
2025-07,West Bengal,Purba Medinipur,2378
