year_month,state,district,enrolment_total,demographic_total,biometric_total,demo_update_rate,bio_update_rate,update_imbalance,demo_mom_delta,bio_mom_delta,z_demo_update_rate,z_bio_update_rate
2025-05,Jharkhand,Simdega,37,383.0,469.0,10.078947368421053,12.342105263157896,-0.10082063305978899,-413.0,-62.0,-0.3761643087981907,-0.3018009578674181
2025-06,Jharkhand,Simdega,68,508.0,653.0,7.36231884057971,9.46376811594203,-0.12478485370051635,125.0,184.0,-0.4393024862648104,-0.3163421247572509
2025-07,Jharkhand,Simdega,30,230.0,529.0,7.419354838709677,17.06451612903226,-0.39342105263157895,-278.0,-124.0,-0.4379768913463263,-0.2779436538023052
2025-08,Jharkhand,Simdega,87,1066.0,861.0,12.113636363636363,9.784090909090908,0.10632780082987552,836.0,332.0,-0.3288753425104947,-0.31472387541550834
2025-09,Jharkhand,Simdega,75,785.0,986.0,10.328947368421053,12.973684210526315,-0.113431151241535,-281.0,125.0,-0.37035396549770366,-0.29861026323782186
2025-10,Jharkhand,Simdega,79,819.0,592.0,10.2375,7.4,0.16076487252124647,34.0,-394.0,-0.3724793279155134,-0.32676814334400894
2025-11,Jharkhand,Simdega,94,805.0,855.0,8.473684210526315,9.0,-0.030102347983142687,-14.0,263.0,-0.4134728289381602,-0.3186850502823651
2025-12,Jharkhand,Simdega,64,864.0,870.0,13.292307692307693,13.384615384615385,-0.00345821325648415,59.0,15.0,-0.30148140227840825,-0.29653426641151404
2025-01,Jharkhand,West Singhbhum,848,17320.0,94367.0,20.400471142520612,111.150765606596,-0.6898413437432849,,,1.2759710340392876,3.1573524157194846
2025-02,Jharkhand,West Singhbhum,238,1237.0,2141.0,5.175732217573222,8.9581589958159,-0.2675347736016573,-16083.0,-92226.0,-1.145184944484695,-0.3466744751751755
2025-03,Jharkhand,West Singhbhum,87,1305.0,1586.0,14.829545454545455,18.022727272727273,-0.09716459197786999,68.0,-555.0,0.39003925538315604,-0.03586440730381188
2025-04,Jharkhand,West Singhbhum,80,1941.0,1057.0,23.962962962962962,13.049382716049383,0.29476492164054685,636.0,-529.0,1.8425060933284299,-0.20639272282723253
2025-05,Jharkhand,West Singhbhum,127,596.0,893.0,4.65625,6.9765625,-0.19932885906040268,-1345.0,-164.0,-1.227797032811106,-0.4146203632244689
2025-06,Jharkhand,West Singhbhum,168,1351.0,1749.0,7.994082840236686,10.349112426035504,-0.12834569493711706,755.0,856.0,-0.696988985704928,-0.29898082702277073
2025-07,Jharkhand,West Singhbhum,92,537.0,862.0,5.774193548387097,9.268817204301076,-0.23214285714285715,-814.0,-887.0,-1.050012985467313,-0.3360224842678961
2025-08,Jharkhand,West Singhbhum,143,2645.0,1507.0,18.368055555555557,10.465277777777779,0.27401878160366,2108.0,645.0,0.9527605557852065,-0.2949976962484919
2025-09,Jharkhand,West Singhbhum,214,2409.0,1963.0,11.204651162790698,9.130232558139534,0.10198948090555683,-236.0,456.0,-0.18641952852533808,-0.3407743380753313
2025-10,Jharkhand,West Singhbhum,228,2297.0,1492.0,10.030567685589519,6.5152838427947595,0.21240105540897097,-112.0,-471.0,-0.3731313824444807,-0.4304368970486726
2025-11,Jharkhand,West Singhbhum,151,1608.0,1755.0,10.578947368421053,11.546052631578947,-0.043697978596908445,-689.0,263.0,-0.28592379523173367,-0.257939593159432
2025-12,Jharkhand,West Singhbhum,147,2301.0,1982.0,15.547297297297296,13.391891891891891,0.07446311858076564,693.0,227.0,0.5041817161335121,-0.19464861136620132
2025-01,Karnataka,Bagalkot,193,24433.0,50756.0,125.94329896907216,261.62886597938143,-0.350086447665913,,,3.1699604328260826,3.172620742966022
2025-02,Karnataka,Bagalkot,273,1220.0,1505.0,4.452554744525547,5.492700729927007,-0.1045487894350697,-23213.0,-49251.0,-0.36168481288212795,-0.3048020582607541
2025-03,Karnataka,Bagalkot,176,1417.0,972.0,8.005649717514125,5.491525423728813,0.18619246861924685,197.0,-533.0,-0.2583989942874836,-0.30481801476017323
2025-04,Karnataka,Bagalkot,127,1256.0,1021.0,9.8125,7.9765625,0.10316066725197541,-161.0,49.0,-0.2058752053307402,-0.2710800044229635
2025-05,Karnataka,Bagalkot,82,646.0,1299.0,7.783132530120482,15.650602409638553,-0.3355601233299075,-610.0,278.0,-0.2648674028231549,-0.1668936965920813
2025-06,Karnataka,Bagalkot,174,1698.0,1109.0,9.702857142857143,6.337142857142857,0.20975783475783477,1052.0,-190.0,-0.20906244134304705,-0.2933375221823094
2025-07,Karnataka,Bagalkot,92,714.0,520.0,7.67741935483871,5.591397849462366,0.15708502024291499,-984.0,-589.0,-0.2679404059171401,-0.3034621006114569
2025-08,Karnataka,Bagalkot,227,1654.0,1310.0,7.254385964912281,5.745614035087719,0.11602023608768972,940.0,790.0,-0.28023767078159917,-0.30136839049563025
2025-09,Karnataka,Bagalkot,212,1028.0,951.0,4.826291079812207,4.464788732394366,0.03888888888888889,-626.0,-359.0,-0.35082057659739485,-0.31875746598068044
2025-10,Karnataka,Bagalkot,259,1121.0,1031.0,4.311538461538461,3.9653846153846155,0.04180213655364608,93.0,80.0,-0.36578405096448185,-0.3255376067773731
2025-11,Karnataka,Bagalkot,232,1032.0,1111.0,4.429184549356223,4.76824034334764,-0.03684701492537314,-89.0,80.0,-0.36236416701060764,-0.31463766684973693
2025-12,Karnataka,Bagalkot,157,1349.0,1297.0,8.537974683544304,8.208860759493671,0.019644880997355497,317.0,186.0,-0.24292470488830462,-0.26792621603286304
2025-01,Karnataka,Bagalkot *,4,147.0,738.0,29.4,147.6,-0.6670428893905191,,,2.6858089303347374,3.0050473278469485
2025-02,Karnataka,Bagalkot *,10,27.0,38.0,2.4545454545454546,3.4545454545454546,-0.16666666666666666,-120.0,-700.0,-0.9530250981144539,-0.38204576053360545
2025-03,Karnataka,Bagalkot *,12,44.0,47.0,3.3846153846153846,3.6153846153846154,-0.03260869565217391,17.0,9.0,-0.8274243180397777,-0.3782664029968926
2025-04,Karnataka,Bagalkot *,5,45.0,43.0,7.5,7.166666666666667,0.02247191011235955,1.0,-4.0,-0.27166447537852234,-0.2948192840522276
2025-05,Karnataka,Bagalkot *,2,42.0,44.0,14.0,14.666666666666666,-0.022988505747126436,-3.0,1.0,0.6061244349929931,-0.11858619891638274
2025-06,Karnataka,Bagalkot *,10,52.0,38.0,4.7272727272727275,3.4545454545454546,0.15384615384615385,10.0,-6.0,-0.646105898683854,-0.38204576053360545
2025-07,Karnataka,Bagalkot *,1,19.0,14.0,9.5,7.0,0.14705882352941177,-33.0,-24.0,-0.0015755798795945135,-0.2987355748330242
2025-08,Karnataka,Bagalkot *,4,57.0,49.0,11.4,9.8,0.07476635514018691,38.0,35.0,0.25500887084438695,-0.2329418897156421
2025-10,Karnataka,Bagalkot *,7,52.0,35.0,6.5,4.375,0.19318181818181818,-5.0,-14.0,-0.4067089231279863,-0.36041715463056995
2025-11,Karnataka,Bagalkot *,6,52.0,40.0,7.428571428571429,5.714285714285714,0.12903225806451613,0.0,5.0,-0.2813105073606269,-0.32894696085631187
2025-12,Karnataka,Bagalkot *,5,50.0,60.0,8.333333333333334,10.0,-0.09009009009009009,-2.0,20.0,-0.15912743558730233,-0.22824234077868624
2025-01,Karnataka,Ballari,74,15223.0,24618.0,202.97333333333333,328.24,-0.23580643541990864,,,3.1724219507865477,3.1743662698033663
2025-02,Karnataka,Ballari,110,303.0,725.0,2.72972972972973,6.531531531531532,-0.4101068999028183,-14920.0,-23893.0,-0.3322635025972008,-0.29741227082363747
2025-03,Karnataka,Ballari,64,483.0,488.0,7.430769230769231,7.507692307692308,-0.0051440329218107,180.0,-237.0,-0.24998539503931702,-0.2868778448851143
2025-04,Karnataka,Ballari,68,390.0,453.0,5.6521739130434785,6.565217391304348,-0.07464454976303317,-93.0,-35.0,-0.28111456483706687,-0.2970487434174781
2025-05,Karnataka,Ballari,51,202.0,521.0,3.8846153846153846,10.01923076923077,-0.44060773480662985,-188.0,68.0,-0.31205056754129934,-0.25977409664920736
2025-06,Karnataka,Ballari,77,397.0,565.0,5.089743589743589,7.243589743589744,-0.17445482866043613,195.0,44.0,-0.2909582818754052,-0.2897279582779662
2025-07,Karnataka,Ballari,15,187.0,199.0,11.6875,12.4375,-0.031007751937984496,-210.0,-366.0,-0.17548362750507748,-0.2336768811770381
2025-08,Karnataka,Ballari,104,491.0,687.0,4.6761904761904765,6.542857142857143,-0.1662425784563189,304.0,488.0,-0.29819633370421805,-0.29729004832030415
2025-09,Karnataka,Ballari,97,304.0,491.0,3.1020408163265305,5.010204081632653,-0.23492462311557788,-187.0,-196.0,-0.32574727323532654,-0.3138299673144073
2025-10,Karnataka,Ballari,117,324.0,445.0,2.7457627118644066,3.7711864406779663,-0.15714285714285714,20.0,-46.0,-0.33198289159015465,-0.3272010634431572
2025-11,Karnataka,Ballari,91,393.0,498.0,4.271739130434782,5.413043478260869,-0.11771300448430494,69.0,53.0,-0.3052750853974679,-0.30948264882698606
2025-12,Karnataka,Ballari,67,430.0,667.0,6.323529411764706,9.808823529411764,-0.21584699453551912,37.0,169.0,-0.26936442746401407,-0.26204474666806993
2025-01,Karnataka,Bangalore,142,10399.0,134420.0,72.72027972027972,940.0,-0.8563803342079823,,,2.920983821242928,3.174839303474458
2025-02,Karnataka,Bangalore,250,1562.0,3005.0,6.223107569721115,11.97211155378486,-0.31589316987740806,-8837.0,-131415.0,-0.5482170807809668,-0.30548500071342233
2025-03,Karnataka,Bangalore,119,1760.0,2457.0,14.666666666666666,20.475,-0.16524419155998105,198.0,-548.0,-0.10771108799839256,-0.2735971558721345
2025-04,Karnataka,Bangalore,75,2552.0,2095.0,33.578947368421055,27.56578947368421,0.09832185886402754,792.0,-362.0,0.8789549482851408,-0.24700501651039483
2025-05,Karnataka,Bangalore,155,1178.0,3054.0,7.551282051282051,19.576923076923077,-0.44318450271674936,-1374.0,959.0,-0.4789253506146997,-0.27696515696491203
2025-06,Karnataka,Bangalore,202,1823.0,2572.0,8.980295566502463,12.669950738916256,-0.17038216560509553,645.0,-482.0,-0.404372782201979,-0.30286793854679517
2025-07,Karnataka,Bangalore,113,979.0,1629.0,8.587719298245615,14.289473684210526,-0.2491376006132618,-844.0,-943.0,-0.4248537425180996,-0.2967943440590965
2025-08,Karnataka,Bangalore,178,2371.0,3344.0,13.245810055865922,18.681564245810055,-0.17022393282015397,1392.0,1715.0,-0.18183810538006548,-0.2803229645692818
2025-09,Karnataka,Bangalore,179,1357.0,2253.0,7.538888888888889,12.516666666666667,-0.2481307117142066,-1014.0,-1091.0,-0.47957190999102844,-0.30344279010970276
2025-10,Karnataka,Bangalore,257,1630.0,2597.0,6.317829457364341,10.065891472868216,-0.22871333964049195,273.0,344.0,-0.5432753780374386,-0.3126337773389317
2025-11,Karnataka,Bangalore,204,1554.0,2508.0,7.580487804878048,12.234146341463415,-0.23480187053901058,-76.0,-89.0,-0.47740166737460465,-0.30450230821952834
2025-12,Karnataka,Bangalore,147,2040.0,3124.0,13.783783783783784,21.10810810810811,-0.20987415295256534,486.0,616.0,-0.1537716646307933,-0.271222850570258
2025-01,Karnataka,Bangalore Rural,288,29204.0,23680.0,101.05190311418686,81.93771626297578,0.10445305852321074,,,3.0689862749185077,3.1194759680616877
2025-02,Karnataka,Bangalore Rural,83,791.0,677.0,9.416666666666666,8.05952380952381,0.07760381211708646,-28413.0,-23003.0,-0.489680501266691,-0.40667911276483
2025-03,Karnataka,Bangalore Rural,42,764.0,504.0,17.767441860465116,11.720930232558139,0.2048857368006304,-27.0,-173.0,-0.16537701944415603,-0.2319227139846634
2025-04,Karnataka,Bangalore Rural,24,838.0,479.0,33.52,19.16,0.2723823975720789,74.0,-25.0,0.4463757021543002,0.12313894610691883
2025-05,Karnataka,Bangalore Rural,36,503.0,643.0,13.594594594594595,17.37837837837838,-0.12205754141238012,-335.0,164.0,-0.3274301062570349,0.038103377090396164
2025-06,Karnataka,Bangalore Rural,74,957.0,664.0,12.76,8.853333333333333,0.18064118372379778,454.0,21.0,-0.35984169999006893,-0.36879113266362434
2025-07,Karnataka,Bangalore Rural,35,393.0,278.0,10.916666666666666,7.722222222222222,0.17113095238095238,-564.0,-386.0,-0.4314277987996123,-0.42277828447350074
2025-08,Karnataka,Bangalore Rural,68,1191.0,708.0,17.26086956521739,10.26086956521739,0.2542105263157895,798.0,430.0,-0.18504982290624328,-0.30161040083085094
2025-09,Karnataka,Bangalore Rural,51,584.0,453.0,11.23076923076923,8.711538461538462,0.12620423892100194,-607.0,-255.0,-0.4192295833257369,-0.3755589039234539
2025-10,Karnataka,Bangalore Rural,86,678.0,512.0,7.793103448275862,5.885057471264368,0.13937867338371115,94.0,59.0,-0.5527317979982992,-0.5104648886765889
2025-11,Karnataka,Bangalore Rural,73,971.0,628.0,13.121621621621621,8.486486486486486,0.214375,293.0,116.0,-0.3457980755034111,-0.38630047919655724
2025-12,Karnataka,Bangalore Rural,64,1032.0,701.0,15.876923076923077,10.784615384615385,0.1908881199538639,61.0,73.0,-0.23879557158155465,-0.2766123747449326
2025-01,Karnataka,Belagavi,159,25022.0,49785.0,156.3875,311.15625,-0.3310207464442306,,,3.1726530740451584,3.174909811029226
2025-02,Karnataka,Belagavi,282,1117.0,1727.0,3.9469964664310955,6.102473498233215,-0.21441124780316345,-23905.0,-48058.0,-0.3365674655698493,-0.28252694982536536
2025-03,Karnataka,Belagavi,183,1272.0,1284.0,6.913043478260869,6.978260869565218,-0.004692999608916699,155.0,-443.0,-0.2682882821893988,-0.27260089846793223
2025-04,Karnataka,Belagavi,143,1358.0,1003.0,9.430555555555555,6.965277777777778,0.15029635901778154,86.0,-281.0,-0.2103344911326413,-0.2727480470111504
2025-05,Karnataka,Belagavi,138,749.0,1240.0,5.388489208633094,8.920863309352518,-0.24673366834170854,-609.0,237.0,-0.3033839229982566,-0.25058371459934464
2025-06,Karnataka,Belagavi,208,1354.0,1015.0,6.478468899521531,4.856459330143541,0.14303797468354432,605.0,-225.0,-0.2782923034459332,-0.2966490998236426
2025-07,Karnataka,Belagavi,112,858.0,571.0,7.592920353982301,5.053097345132743,0.2006993006993007,-496.0,-444.0,-0.2526373374510436,-0.29442043211330793
2025-08,Karnataka,Belagavi,271,1743.0,1336.0,6.408088235294118,4.911764705882353,0.13214285714285715,885.0,765.0,-0.27991248487261156,-0.29602227644402407
2025-09,Karnataka,Belagavi,229,1048.0,1043.0,4.556521739130435,4.534782608695652,0.002390057361376673,-695.0,-293.0,-0.3225360332615721,-0.30029493871342494
2025-10,Karnataka,Belagavi,367,1190.0,1031.0,3.233695652173913,2.801630434782609,0.07155715571557156,142.0,-12.0,-0.35298783817616386,-0.3199382426153103
2025-11,Karnataka,Belagavi,275,1232.0,1121.0,4.463768115942029,4.061594202898551,0.04715378079864061,42.0,90.0,-0.3246712460959012,-0.3056579898048564
2025-12,Karnataka,Belagavi,204,1642.0,1234.0,8.009756097560976,6.019512195121951,0.14181438998957246,410.0,113.0,-0.2430416688517867,-0.28346722161086685
2025-01,Karnataka,Belgaum,166,20619.0,71698.0,123.46706586826348,429.3293413173653,-0.5532940488312138,,,3.1626333124338264,3.1750081259023943
2025-02,Karnataka,Belgaum,258,1783.0,2143.0,6.884169884169884,8.274131274131275,-0.09167303284950344,-18836.0,-69555.0,-0.38679068746359524,-0.2925759078376008
2025-03,Karnataka,Belgaum,159,1879.0,1558.0,11.74375,9.7375,0.09336823734729494,96.0,-585.0,-0.2388383643809271,-0.2805243908197355
2025-04,Karnataka,Belgaum,133,2176.0,1411.0,16.238805970149254,10.529850746268657,0.21321070234113712,297.0,-147.0,-0.10198415942528068,-0.2739990166375682
2025-05,Karnataka,Belgaum,133,1086.0,1737.0,8.104477611940299,12.962686567164178,-0.23052407932011332,-1090.0,326.0,-0.3496378143972102,-0.25396349054021433
2025-06,Karnataka,Belgaum,169,2173.0,1627.0,12.782352941176471,9.570588235294117,0.143646408839779,1087.0,-110.0,-0.20721758352231134,-0.28189898625646714
2025-07,Karnataka,Belgaum,79,887.0,648.0,11.0875,8.1,0.15559895833333334,-1286.0,-979.0,-0.2588182206048666,-0.294009959267318
2025-08,Karnataka,Belgaum,232,2454.0,1992.0,10.532188841201716,8.549356223175966,0.10389026309871824,1567.0,1344.0,-0.2757249438236688,-0.29030930332534144
2025-09,Karnataka,Belgaum,199,1488.0,1430.0,7.44,7.15,0.01986981843096951,-966.0,-562.0,-0.3698681643409722,-0.3018336478323277
2025-10,Karnataka,Belgaum,248,1814.0,1484.0,7.285140562248996,5.959839357429719,0.10003031221582298,326.0,54.0,-0.37458293660944486,-0.31163517015843467
2025-11,Karnataka,Belgaum,262,1794.0,1538.0,6.821292775665399,5.847908745247148,0.07680768076807681,-20.0,54.0,-0.3887050121686568,-0.3125569704222319
2025-12,Karnataka,Belgaum,184,2345.0,1775.0,12.675675675675675,9.594594594594595,0.13831594273234651,551.0,237.0,-0.21046542569689256,-0.28170128280515483
2025-01,Karnataka,Bellary,156,7511.0,43450.0,47.84076433121019,276.7515923566879,-0.7052117263843648,,,3.076036815252593,3.1716983824374556
2025-02,Karnataka,Bellary,202,855.0,1162.0,4.211822660098522,5.724137931034483,-0.15213082259663033,-6656.0,-42288.0,-0.6063528924314054,-0.343700888438757
2025-03,Karnataka,Bellary,111,785.0,992.0,7.008928571428571,8.857142857142858,-0.11642294713160854,-70.0,-170.0,-0.37027029164707614,-0.30306381255198855
2025-04,Karnataka,Bellary,91,1070.0,1040.0,11.630434782608695,11.304347826086957,0.014211274277593557,285.0,48.0,0.019796170068536165,-0.27132200033690673
2025-05,Karnataka,Bellary,59,575.0,1042.0,9.583333333333334,17.366666666666667,-0.28862793572311496,-495.0,2.0,-0.15298421420532593,-0.1926898511431834
2025-06,Karnataka,Bellary,114,854.0,1163.0,7.426086956521739,10.11304347826087,-0.1531219028741328,279.0,121.0,-0.3350611005710915,-0.2867739789735887
2025-07,Karnataka,Bellary,23,359.0,410.0,14.958333333333334,17.083333333333332,-0.06623376623376623,-495.0,-753.0,0.3006789717597617,-0.19636486552696847
2025-08,Karnataka,Bellary,148,1159.0,1220.0,7.778523489932886,8.187919463087248,-0.025630252100840335,800.0,810.0,-0.30531459255289767,-0.31174406760770557
2025-09,Karnataka,Bellary,129,727.0,982.0,5.592307692307692,7.553846153846154,-0.14912280701754385,-432.0,-238.0,-0.48983656910319545,-0.3199684036024181
2025-10,Karnataka,Bellary,135,826.0,921.0,6.073529411764706,6.772058823529412,-0.05434782608695652,99.0,-61.0,-0.4492202754465506,-0.33010868483997674
2025-11,Karnataka,Bellary,144,833.0,1041.0,5.744827586206896,7.179310344827586,-0.11093333333333333,7.0,120.0,-0.47696351589587077,-0.32482637237436807
2025-12,Karnataka,Bellary,111,997.0,1095.0,8.901785714285714,9.776785714285714,-0.046822742474916385,164.0,54.0,-0.21050850522747724,-0.29113545704159377
2025-01,Karnataka,Bengaluru,13455,172000.0,199421.0,12.782401902497027,14.820228894173603,-0.07382707540210327,,,-0.07637882599914486,1.8590573953980822
2025-02,Karnataka,Bengaluru,694,5512.0,4999.0,7.930935251798561,7.192805755395684,0.0488013698630137,-166488.0,-194422.0,-1.0393324799406383,-0.7797848776257008
2025-03,Karnataka,Bengaluru,329,5769.0,3463.0,17.48181818181818,10.493939393939394,0.24975630889201778,257.0,-1536.0,0.8563947872983788,0.36230083543802694
2025-04,Karnataka,Bengaluru,209,5289.0,2954.0,25.185714285714287,14.066666666666666,0.28323629306162057,-480.0,-509.0,2.3855189546807,1.5983491817433884
2025-05,Karnataka,Bengaluru,410,4570.0,4063.0,11.119221411192214,9.885644768856448,0.05872133425990271,-719.0,1109.0,-0.40649873541573334,0.15185052451175793
2025-06,Karnataka,Bengaluru,583,6134.0,4591.0,10.503424657534246,7.861301369863014,0.1438560507178818,1564.0,528.0,-0.5287264609087815,-0.5485069670271758
2025-07,Karnataka,Bengaluru,295,4181.0,2748.0,14.125,9.283783783783784,0.2067821067821068,-1953.0,-1843.0,0.19010960664405444,-0.05637395458118357
2025-08,Karnataka,Bengaluru,408,7107.0,4718.0,17.376528117359413,11.535452322738386,0.20201251479790291,2926.0,1970.0,0.8354960654078124,0.7226306997198114
2025-09,Karnataka,Bengaluru,465,4252.0,3144.0,9.124463519313304,6.746781115879829,0.1497904555901041,-2855.0,-1574.0,-0.802432488858495,-0.9340950099141282
2025-10,Karnataka,Bengaluru,656,5023.0,3673.0,7.645357686453577,5.590563165905632,0.1552259399793032,771.0,529.0,-1.096015949050557,-1.334109110050922
2025-11,Karnataka,Bengaluru,495,4995.0,3479.0,10.070564516129032,7.014112903225806,0.17887905604719764,-28.0,-194.0,-0.6146436246909488,-0.841606838150709
2025-12,Karnataka,Bengaluru,474,6964.0,4213.0,14.661052631578947,8.869473684210526,0.24610842726784757,1969.0,734.0,0.2965091508333531,-0.19971187946124705
2025-01,Karnataka,Bengaluru Rural,2788,1.0,0.0,0.00035855145213338117,0.0,0.5,,,,
2025-01,Karnataka,Bengaluru South,3,128.0,3.0,32.0,0.75,0.946969696969697,,,0.3714327482421309,-0.25805673249558514
2025-02,Karnataka,Bengaluru South,19,95.0,3.0,4.75,0.15,0.9292929292929293,-33.0,0.0,-0.954704430235975,-1.1185844979434612
2025-03,Karnataka,Bengaluru South,11,128.0,7.0,10.666666666666666,0.5833333333333334,0.8897058823529411,33.0,4.0,-0.666766388425744,-0.4970922228977729
2025-05,Karnataka,Bengaluru South,5,102.0,7.0,17.0,1.1666666666666667,0.8636363636363636,-26.0,0.0,-0.3585510197274686,0.33953199350988444
2025-06,Karnataka,Bengaluru South,10,157.0,7.0,14.272727272727273,0.6363636363636364,0.9090909090909091,55.0,0.0,-0.4912753411764867,-0.4210354759516223
2025-07,Karnataka,Bengaluru South,14,113.0,7.0,7.533333333333333,0.4666666666666667,0.8760330578512396,-44.0,0.0,-0.8192518866238381,-0.6644170661793044
2025-08,Karnataka,Bengaluru South,7,218.0,8.0,27.25,1.0,0.9251101321585903,105.0,1.0,0.1402712217184244,0.10049650310769656
2025-09,Karnataka,Bengaluru South,2,103.0,7.0,34.333333333333336,2.3333333333333335,0.8648648648648649,-115.0,-1.0,0.48498577881517985,2.0127804263251994
2025-10,Karnataka,Bengaluru South,6,104.0,1.0,14.857142857142858,0.14285714285714285,0.9716981132075472,1.0,-6.0,-0.4628344151516971,-1.128828876103555
2025-11,Karnataka,Bengaluru South,6,187.0,7.0,26.714285714285715,1.0,0.9230769230769231,83.0,6.0,0.11420037286236732,0.10049650310769656
2025-12,Karnataka,Bengaluru South,2,236.0,6.0,78.66666666666667,2.0,0.9465020576131687,49.0,-1.0,2.6424933597031073,1.5347094455208234
2025-01,Karnataka,Bengaluru Urban,22342,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0
2025-09,Karnataka,Bengaluru Urban,248,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-01,Karnataka,Bidar,304,18189.0,47413.0,59.636065573770495,155.45245901639345,-0.4454674328917885,,,3.0897100938618887,3.170319330318017
2025-02,Karnataka,Bidar,220,812.0,2009.0,3.67420814479638,9.09049773755656,-0.4241672572643515,-17377.0,-45404.0,-0.603157659432422,-0.3203556265600561
2025-03,Karnataka,Bidar,119,1267.0,1366.0,10.558333333333334,11.383333333333333,-0.03758542141230068,455.0,-643.0,-0.14888103091531762,-0.26567240337497666
2025-04,Karnataka,Bidar,87,1413.0,1218.0,16.056818181818183,13.840909090909092,0.07408814589665653,146.0,-148.0,0.21395855879483558,-0.20706019241083745
2025-05,Karnataka,Bidar,102,718.0,1557.0,6.970873786407767,15.116504854368932,-0.36862917398945516,-695.0,339.0,-0.38561394661425435,-0.17663773737058197
2025-06,Karnataka,Bidar,125,923.0,1219.0,7.325396825396825,9.674603174603174,-0.13812412505832944,205.0,-338.0,-0.36221932108481725,-0.30642494263467096
2025-07,Karnataka,Bidar,52,661.0,533.0,12.471698113207546,10.056603773584905,0.10711297071129706,-262.0,-686.0,-0.022619977038498922,-0.297314379256543
2025-08,Karnataka,Bidar,144,1438.0,1603.0,9.917241379310346,11.055172413793104,-0.054240631163708086,777.0,1070.0,-0.19118605638579425,-0.2734989116675435
2025-09,Karnataka,Bidar,147,808.0,1190.0,5.45945945945946,8.04054054054054,-0.19109554777388693,-630.0,-413.0,-0.48535068671331766,-0.3453966909281083
2025-10,Karnataka,Bidar,167,1108.0,1343.0,6.595238095238095,7.994047619047619,-0.09584013050570962,300.0,153.0,-0.4104017752289046,-0.3465055287388989
2025-11,Karnataka,Bidar,183,907.0,1287.0,4.929347826086956,6.994565217391305,-0.17312072892938496,-201.0,-56.0,-0.5203322303300943,-0.3703427891774587
2025-12,Karnataka,Bidar,133,1364.0,1551.0,10.17910447761194,11.574626865671641,-0.06412894375857339,457.0,264.0,-0.1739059689133041,-0.26111012819834145
2025-01,Karnataka,Bijapur,148,10041.0,34969.0,67.38926174496645,234.69127516778522,-0.5538201772899958,,,3.1477307585939287,3.1723278684003566
2025-02,Karnataka,Bijapur,238,1048.0,1177.0,4.384937238493724,4.924686192468619,-0.057951482479784364,-8993.0,-33792.0,-0.4916310364366417,-0.3333290501012244
2025-03,Karnataka,Bijapur,124,1137.0,969.0,9.096,7.752,0.07973421926910298,89.0,-208.0,-0.21950270298461425,-0.2901913935152522
2025-04,Karnataka,Bijapur,107,1075.0,833.0,9.953703703703704,7.712962962962963,0.12676794133053956,-62.0,-136.0,-0.16995857859050548,-0.290786999950361
2025-05,Karnataka,Bijapur,62,630.0,1002.0,10.0,15.904761904761905,-0.22780159216166565,-445.0,169.0,-0.16728433403170784,-0.16580087049018746
2025-06,Karnataka,Bijapur,107,696.0,829.0,6.444444444444445,7.675925925925926,-0.0871559633027523,66.0,-173.0,-0.3726663161473673,-0.2913520914447716
2025-07,Karnataka,Bijapur,42,501.0,300.0,11.651162790697674,6.976744186046512,0.2506234413965087,-195.0,-529.0,-0.07190709088352011,-0.3020198361096043
2025-08,Karnataka,Bijapur,158,1303.0,1121.0,8.19496855345912,7.050314465408805,0.07505154639175257,802.0,821.0,-0.2715495973581128,-0.3008973397536601
2025-09,Karnataka,Bijapur,114,883.0,838.0,7.678260869565217,7.28695652173913,0.02613240418118467,-420.0,-283.0,-0.3013965359403844,-0.2972867805958534
2025-10,Karnataka,Bijapur,188,823.0,797.0,4.354497354497354,4.216931216931217,0.016039481801357187,-60.0,-41.0,-0.49338935623023256,-0.3441276006549046
2025-11,Karnataka,Bijapur,127,778.0,940.0,6.078125,7.34375,-0.09424083769633508,-45.0,143.0,-0.3938262762188537,-0.29642025578526665
2025-12,Karnataka,Bijapur,111,1067.0,1089.0,9.526785714285714,9.723214285714286,-0.010199350950394067,289.0,149.0,-0.19461893377198958,-0.2601156499992713
2025-01,Karnataka,Chamarajanagar,7,28.0,815.0,3.5,101.875,-0.9324644549763034,,,-0.7922466045037879,3.1160651067085956
2025-02,Karnataka,Chamarajanagar,10,26.0,41.0,2.3636363636363638,3.727272727272727,-0.22058823529411764,-2.0,-774.0,-0.9716663968122276,-0.4460969138081982
2025-03,Karnataka,Chamarajanagar,10,48.0,39.0,4.363636363636363,3.5454545454545454,0.10227272727272728,22.0,-2.0,-0.655887562349374,-0.4526958014229103
2025-04,Karnataka,Chamarajanagar,6,75.0,67.0,10.714285714285714,9.571428571428571,0.055944055944055944,27.0,28.0,0.34681276266579103,-0.23398981190673676
2025-05,Karnataka,Chamarajanagar,4,32.0,36.0,6.4,7.2,-0.057971014492753624,-43.0,-31.0,-0.3343672945326502,-0.3200581603671965
2025-06,Karnataka,Chamarajanagar,5,35.0,32.0,5.833333333333333,5.333333333333333,0.04411764705882353,3.0,-4.0,-0.42383796429712545,-0.38780673987824105
